id;bald;fireYear;initial;year;TSLF;size;ontogeny;fec0;fec1;fec2;fec3;fec4;goSB;staySB;cov;surv;sizeNext;ontogenyNext;covNext
27;1;1967;1994;1996;29;39;0;1;113;14;0.001336;0.141421356;0.08234528;0.672;1113.536;1;36;0;1414.272
4;1;1967;1994;1996;29;40;0;1;31;14;0.001336;0.141421356;0.08234528;0.672;1113.536;1;25;0;1414.272
21;1;1967;1994;1996;29;40;0;1;189;14;0.001336;0.141421356;0.08234528;0.672;1113.536;1;25;0;1414.272
45;1;1967;1994;1996;29;41;0;1;115;14;0.001336;0.141421356;0.08234528;0.672;1113.536;0;NA;NA;1414.272
43;1;1967;1994;1996;29;43;0;1;31;14;0.001336;0.141421356;0.08234528;0.672;1113.536;1;11;0;1414.272
11;1;1967;1994;1996;29;45;0;1;152;14;0.001336;0.141421356;0.08234528;0.672;1113.536;0;NA;NA;1414.272
8;1;1967;1994;1996;29;47;0;1;186;14;0.001336;0.141421356;0.08234528;0.672;1113.536;1;30;0;1414.272
59;1;1967;1994;1996;29;47;0;1;97;14;0.001336;0.141421356;0.08234528;0.672;1113.536;1;49;0;1414.272
3;1;1967;1994;1996;29;48;0;1;82;14;0.001336;0.141421356;0.08234528;0.672;1113.536;1;24;0;1414.272
42;1;1967;1994;1996;29;49;0;1;107;14;0.001336;0.141421356;0.08234528;0.672;1113.536;1;36;0;1414.272
40;1;1967;1994;1996;29;49;0;1;152;14;0.001336;0.141421356;0.08234528;0.672;1113.536;1;38;0;1414.272
13;1;1967;1994;1996;29;49;0;1;37;14;0.001336;0.141421356;0.08234528;0.672;1113.536;1;44;0;1414.272
1082;1;1967;1995;1996;29;49;0;1;148;14;0.001336;0.141421356;0.08234528;0.672;1113.536;1;47;0;1414.272
10;1;1967;1994;1996;29;53;0;1;150;14;0.001336;0.141421356;0.08234528;0.672;1113.536;1;24;0;1414.272
58;1;1967;1994;1996;29;61;0;1;508;14;0.001336;0.141421356;0.08234528;0.672;1113.536;1;56;0;1414.272
60;1;1967;1994;1996;29;76;0;1;798;14;0.001336;0.141421356;0.08234528;0.672;1113.536;1;66;0;1414.272
1478;1;1967;1997;1996;29;NA;NA;NA;NA;NA;0.001336;0.141421356;0.08234528;0.672;1113.536;NA;1;1;1414.272
1462;1;1967;1997;1996;29;NA;NA;NA;NA;NA;0.001336;0.141421356;0.08234528;0.672;1113.536;NA;2;1;1414.272
1469;1;1967;1997;1996;29;NA;NA;NA;NA;NA;0.001336;0.141421356;0.08234528;0.672;1113.536;NA;2;1;1414.272
1470;1;1967;1997;1996;29;NA;NA;NA;NA;NA;0.001336;0.141421356;0.08234528;0.672;1113.536;NA;2;1;1414.272
1477;1;1967;1997;1996;29;NA;NA;NA;NA;NA;0.001336;0.141421356;0.08234528;0.672;1113.536;NA;2;1;1414.272
1536;1;1967;1997;1996;29;NA;NA;NA;NA;NA;0.001336;0.141421356;0.08234528;0.672;1113.536;NA;2;1;1414.272
1540;1;1967;1997;1996;29;NA;NA;NA;NA;NA;0.001336;0.141421356;0.08234528;0.672;1113.536;NA;2;1;1414.272
1541;1;1967;1997;1996;29;NA;NA;NA;NA;NA;0.001336;0.141421356;0.08234528;0.672;1113.536;NA;2;1;1414.272
1555;1;1967;1997;1996;29;NA;NA;NA;NA;NA;0.001336;0.141421356;0.08234528;0.672;1113.536;NA;2;1;1414.272
1464;1;1967;1997;1996;29;NA;NA;NA;NA;NA;0.001336;0.141421356;0.08234528;0.672;1113.536;NA;3;1;1414.272
1481;1;1967;1997;1996;29;NA;NA;NA;NA;NA;0.001336;0.141421356;0.08234528;0.672;1113.536;NA;3;1;1414.272
1498;1;1967;1997;1996;29;NA;NA;NA;NA;NA;0.001336;0.141421356;0.08234528;0.672;1113.536;NA;3;1;1414.272
1502;1;1967;1997;1996;29;NA;NA;NA;NA;NA;0.001336;0.141421356;0.08234528;0.672;1113.536;NA;3;1;1414.272
1524;1;1967;1997;1996;29;NA;NA;NA;NA;NA;0.001336;0.141421356;0.08234528;0.672;1113.536;NA;3;1;1414.272
1537;1;1967;1997;1996;29;NA;NA;NA;NA;NA;0.001336;0.141421356;0.08234528;0.672;1113.536;NA;3;1;1414.272
1543;1;1967;1997;1996;29;NA;NA;NA;NA;NA;0.001336;0.141421356;0.08234528;0.672;1113.536;NA;3;1;1414.272
1554;1;1967;1997;1996;29;NA;NA;NA;NA;NA;0.001336;0.141421356;0.08234528;0.672;1113.536;NA;3;1;1414.272
1558;1;1967;1997;1996;29;NA;NA;NA;NA;NA;0.001336;0.141421356;0.08234528;0.672;1113.536;NA;3;1;1414.272
1560;1;1967;1997;1996;29;NA;NA;NA;NA;NA;0.001336;0.141421356;0.08234528;0.672;1113.536;NA;3;1;1414.272
1460;1;1967;1997;1996;29;NA;NA;NA;NA;NA;0.001336;0.141421356;0.08234528;0.672;1113.536;NA;4;1;1414.272
1461;1;1967;1997;1996;29;NA;NA;NA;NA;NA;0.001336;0.141421356;0.08234528;0.672;1113.536;NA;4;1;1414.272
1473;1;1967;1997;1996;29;NA;NA;NA;NA;NA;0.001336;0.141421356;0.08234528;0.672;1113.536;NA;4;1;1414.272
1521;1;1967;1997;1996;29;NA;NA;NA;NA;NA;0.001336;0.141421356;0.08234528;0.672;1113.536;NA;4;1;1414.272
1522;1;1967;1997;1996;29;NA;NA;NA;NA;NA;0.001336;0.141421356;0.08234528;0.672;1113.536;NA;4;1;1414.272
1523;1;1967;1997;1996;29;NA;NA;NA;NA;NA;0.001336;0.141421356;0.08234528;0.672;1113.536;NA;4;1;1414.272
1527;1;1967;1997;1996;29;NA;NA;NA;NA;NA;0.001336;0.141421356;0.08234528;0.672;1113.536;NA;4;1;1414.272
1544;1;1967;1997;1996;29;NA;NA;NA;NA;NA;0.001336;0.141421356;0.08234528;0.672;1113.536;NA;4;1;1414.272
1561;1;1967;1997;1996;29;NA;NA;NA;NA;NA;0.001336;0.141421356;0.08234528;0.672;1113.536;NA;4;1;1414.272
1563;1;1967;1997;1996;29;NA;NA;NA;NA;NA;0.001336;0.141421356;0.08234528;0.672;1113.536;NA;4;1;1414.272
1465;1;1967;1997;1996;29;NA;NA;NA;NA;NA;0.001336;0.141421356;0.08234528;0.672;1113.536;NA;5;1;1414.272
1472;1;1967;1997;1996;29;NA;NA;NA;NA;NA;0.001336;0.141421356;0.08234528;0.672;1113.536;NA;5;1;1414.272
1474;1;1967;1997;1996;29;NA;NA;NA;NA;NA;0.001336;0.141421356;0.08234528;0.672;1113.536;NA;5;1;1414.272
1476;1;1967;1997;1996;29;NA;NA;NA;NA;NA;0.001336;0.141421356;0.08234528;0.672;1113.536;NA;5;1;1414.272
1479;1;1967;1997;1996;29;NA;NA;NA;NA;NA;0.001336;0.141421356;0.08234528;0.672;1113.536;NA;5;1;1414.272
1482;1;1967;1997;1996;29;NA;NA;NA;NA;NA;0.001336;0.141421356;0.08234528;0.672;1113.536;NA;5;1;1414.272
1501;1;1967;1997;1996;29;NA;NA;NA;NA;NA;0.001336;0.141421356;0.08234528;0.672;1113.536;NA;5;1;1414.272
1526;1;1967;1997;1996;29;NA;NA;NA;NA;NA;0.001336;0.141421356;0.08234528;0.672;1113.536;NA;5;1;1414.272
1548;1;1967;1997;1996;29;NA;NA;NA;NA;NA;0.001336;0.141421356;0.08234528;0.672;1113.536;NA;5;1;1414.272
1553;1;1967;1997;1996;29;NA;NA;NA;NA;NA;0.001336;0.141421356;0.08234528;0.672;1113.536;NA;5;1;1414.272
1564;1;1967;1997;1996;29;NA;NA;NA;NA;NA;0.001336;0.141421356;0.08234528;0.672;1113.536;NA;5;1;1414.272
1441;1;1967;1997;1996;29;NA;NA;NA;NA;NA;0.001336;0.141421356;0.08234528;0.672;1113.536;NA;6;1;1414.272
1475;1;1967;1997;1996;29;NA;NA;NA;NA;NA;0.001336;0.141421356;0.08234528;0.672;1113.536;NA;6;1;1414.272
1519;1;1967;1997;1996;29;NA;NA;NA;NA;NA;0.001336;0.141421356;0.08234528;0.672;1113.536;NA;6;1;1414.272
1529;1;1967;1997;1996;29;NA;NA;NA;NA;NA;0.001336;0.141421356;0.08234528;0.672;1113.536;NA;6;1;1414.272
1539;1;1967;1997;1996;29;NA;NA;NA;NA;NA;0.001336;0.141421356;0.08234528;0.672;1113.536;NA;6;1;1414.272
1546;1;1967;1997;1996;29;NA;NA;NA;NA;NA;0.001336;0.141421356;0.08234528;0.672;1113.536;NA;6;1;1414.272
1550;1;1967;1997;1996;29;NA;NA;NA;NA;NA;0.001336;0.141421356;0.08234528;0.672;1113.536;NA;6;1;1414.272
1552;1;1967;1997;1996;29;NA;NA;NA;NA;NA;0.001336;0.141421356;0.08234528;0.672;1113.536;NA;6;1;1414.272
1446;1;1967;1997;1996;29;NA;NA;NA;NA;NA;0.001336;0.141421356;0.08234528;0.672;1113.536;NA;7;1;1414.272
1509;1;1967;1997;1996;29;NA;NA;NA;NA;NA;0.001336;0.141421356;0.08234528;0.672;1113.536;NA;7;1;1414.272
1545;1;1967;1997;1996;29;NA;NA;NA;NA;NA;0.001336;0.141421356;0.08234528;0.672;1113.536;NA;7;1;1414.272
1551;1;1967;1997;1996;29;NA;NA;NA;NA;NA;0.001336;0.141421356;0.08234528;0.672;1113.536;NA;7;1;1414.272
1506;1;1967;1997;1996;29;NA;NA;NA;NA;NA;0.001336;0.141421356;0.08234528;0.672;1113.536;NA;8;1;1414.272
1534;1;1967;1997;1996;29;NA;NA;NA;NA;NA;0.001336;0.141421356;0.08234528;0.672;1113.536;NA;8;1;1414.272
1535;1;1967;1997;1996;29;NA;NA;NA;NA;NA;0.001336;0.141421356;0.08234528;0.672;1113.536;NA;8;1;1414.272
1504;1;1967;1997;1996;29;NA;NA;NA;NA;NA;0.001336;0.141421356;0.08234528;0.672;1113.536;NA;9;1;1414.272
1538;1;1967;1997;1996;29;NA;NA;NA;NA;NA;0.001336;0.141421356;0.08234528;0.672;1113.536;NA;9;1;1414.272
1542;1;1967;1997;1996;29;NA;NA;NA;NA;NA;0.001336;0.141421356;0.08234528;0.672;1113.536;NA;9;1;1414.272
1451;1;1967;1997;1996;29;NA;NA;NA;NA;NA;0.001336;0.141421356;0.08234528;0.672;1113.536;NA;10;1;1414.272
1463;1;1967;1997;1996;29;NA;NA;NA;NA;NA;0.001336;0.141421356;0.08234528;0.672;1113.536;NA;10;0;1414.272
1466;1;1967;1997;1996;29;NA;NA;NA;NA;NA;0.001336;0.141421356;0.08234528;0.672;1113.536;NA;10;1;1414.272
1471;1;1967;1997;1996;29;NA;NA;NA;NA;NA;0.001336;0.141421356;0.08234528;0.672;1113.536;NA;10;1;1414.272
1480;1;1967;1997;1996;29;NA;NA;NA;NA;NA;0.001336;0.141421356;0.08234528;0.672;1113.536;NA;10;1;1414.272
1485;1;1967;1997;1996;29;NA;NA;NA;NA;NA;0.001336;0.141421356;0.08234528;0.672;1113.536;NA;10;1;1414.272
1486;1;1967;1997;1996;29;NA;NA;NA;NA;NA;0.001336;0.141421356;0.08234528;0.672;1113.536;NA;10;1;1414.272
1512;1;1967;1997;1996;29;NA;NA;NA;NA;NA;0.001336;0.141421356;0.08234528;0.672;1113.536;NA;10;1;1414.272
1490;1;1967;1997;1996;29;NA;NA;NA;NA;NA;0.001336;0.141421356;0.08234528;0.672;1113.536;NA;11;1;1414.272
1495;1;1967;1997;1996;29;NA;NA;NA;NA;NA;0.001336;0.141421356;0.08234528;0.672;1113.536;NA;11;1;1414.272
1507;1;1967;1997;1996;29;NA;NA;NA;NA;NA;0.001336;0.141421356;0.08234528;0.672;1113.536;NA;11;0;1414.272
1513;1;1967;1997;1996;29;NA;NA;NA;NA;NA;0.001336;0.141421356;0.08234528;0.672;1113.536;NA;11;1;1414.272
1530;1;1967;1997;1996;29;NA;NA;NA;NA;NA;0.001336;0.141421356;0.08234528;0.672;1113.536;NA;11;1;1414.272
1562;1;1967;1997;1996;29;NA;NA;NA;NA;NA;0.001336;0.141421356;0.08234528;0.672;1113.536;NA;11;1;1414.272
1442;1;1967;1997;1996;29;NA;NA;NA;NA;NA;0.001336;0.141421356;0.08234528;0.672;1113.536;NA;12;1;1414.272
1556;1;1967;1997;1996;29;NA;NA;NA;NA;NA;0.001336;0.141421356;0.08234528;0.672;1113.536;NA;12;1;1414.272
1457;1;1967;1997;1996;29;NA;NA;NA;NA;NA;0.001336;0.141421356;0.08234528;0.672;1113.536;NA;13;0;1414.272
1458;1;1967;1997;1996;29;NA;NA;NA;NA;NA;0.001336;0.141421356;0.08234528;0.672;1113.536;NA;13;0;1414.272
1503;1;1967;1997;1996;29;NA;NA;NA;NA;NA;0.001336;0.141421356;0.08234528;0.672;1113.536;NA;14;1;1414.272
1505;1;1967;1997;1996;29;NA;NA;NA;NA;NA;0.001336;0.141421356;0.08234528;0.672;1113.536;NA;15;0;1414.272
1450;1;1967;1997;1996;29;NA;NA;NA;NA;NA;0.001336;0.141421356;0.08234528;0.672;1113.536;NA;16;0;1414.272
1528;1;1967;1997;1996;29;NA;NA;NA;NA;NA;0.001336;0.141421356;0.08234528;0.672;1113.536;NA;16;0;1414.272
1445;1;1967;1997;1996;29;NA;NA;NA;NA;NA;0.001336;0.141421356;0.08234528;0.672;1113.536;NA;17;0;1414.272
1525;1;1967;1997;1996;29;NA;NA;NA;NA;NA;0.001336;0.141421356;0.08234528;0.672;1113.536;NA;17;0;1414.272
1499;1;1967;1997;1996;29;NA;NA;NA;NA;NA;0.001336;0.141421356;0.08234528;0.672;1113.536;NA;18;0;1414.272
1515;1;1967;1997;1996;29;NA;NA;NA;NA;NA;0.001336;0.141421356;0.08234528;0.672;1113.536;NA;18;0;1414.272
1459;1;1967;1997;1996;29;NA;NA;NA;NA;NA;0.001336;0.141421356;0.08234528;0.672;1113.536;NA;19;0;1414.272
1547;1;1967;1997;1996;29;NA;NA;NA;NA;NA;0.001336;0.141421356;0.08234528;0.672;1113.536;NA;19;0;1414.272
1443;1;1967;1997;1996;29;NA;NA;NA;NA;NA;0.001336;0.141421356;0.08234528;0.672;1113.536;NA;20;0;1414.272
1454;1;1967;1997;1996;29;NA;NA;NA;NA;NA;0.001336;0.141421356;0.08234528;0.672;1113.536;NA;20;0;1414.272
1500;1;1967;1997;1996;29;NA;NA;NA;NA;NA;0.001336;0.141421356;0.08234528;0.672;1113.536;NA;20;0;1414.272
1531;1;1967;1997;1996;29;NA;NA;NA;NA;NA;0.001336;0.141421356;0.08234528;0.672;1113.536;NA;20;0;1414.272
1518;1;1967;1997;1996;29;NA;NA;NA;NA;NA;0.001336;0.141421356;0.08234528;0.672;1113.536;NA;21;0;1414.272
1533;1;1967;1997;1996;29;NA;NA;NA;NA;NA;0.001336;0.141421356;0.08234528;0.672;1113.536;NA;21;0;1414.272
1549;1;1967;1997;1996;29;NA;NA;NA;NA;NA;0.001336;0.141421356;0.08234528;0.672;1113.536;NA;21;0;1414.272
1440;1;1967;1997;1996;29;NA;NA;NA;NA;NA;0.001336;0.141421356;0.08234528;0.672;1113.536;NA;22;0;1414.272
1447;1;1967;1997;1996;29;NA;NA;NA;NA;NA;0.001336;0.141421356;0.08234528;0.672;1113.536;NA;22;0;1414.272
1516;1;1967;1997;1996;29;NA;NA;NA;NA;NA;0.001336;0.141421356;0.08234528;0.672;1113.536;NA;23;0;1414.272
1453;1;1967;1997;1996;29;NA;NA;NA;NA;NA;0.001336;0.141421356;0.08234528;0.672;1113.536;NA;24;0;1414.272
1448;1;1967;1997;1996;29;NA;NA;NA;NA;NA;0.001336;0.141421356;0.08234528;0.672;1113.536;NA;25;0;1414.272
1467;1;1967;1997;1996;29;NA;NA;NA;NA;NA;0.001336;0.141421356;0.08234528;0.672;1113.536;NA;25;0;1414.272
1496;1;1967;1997;1996;29;NA;NA;NA;NA;NA;0.001336;0.141421356;0.08234528;0.672;1113.536;NA;25;0;1414.272
1488;1;1967;1997;1996;29;NA;NA;NA;NA;NA;0.001336;0.141421356;0.08234528;0.672;1113.536;NA;26;0;1414.272
1493;1;1967;1997;1996;29;NA;NA;NA;NA;NA;0.001336;0.141421356;0.08234528;0.672;1113.536;NA;27;0;1414.272
1444;1;1967;1997;1996;29;NA;NA;NA;NA;NA;0.001336;0.141421356;0.08234528;0.672;1113.536;NA;28;0;1414.272
1483;1;1967;1997;1996;29;NA;NA;NA;NA;NA;0.001336;0.141421356;0.08234528;0.672;1113.536;NA;28;0;1414.272
1468;1;1967;1997;1996;29;NA;NA;NA;NA;NA;0.001336;0.141421356;0.08234528;0.672;1113.536;NA;29;0;1414.272
1489;1;1967;1997;1996;29;NA;NA;NA;NA;NA;0.001336;0.141421356;0.08234528;0.672;1113.536;NA;29;0;1414.272
1532;1;1967;1997;1996;29;NA;NA;NA;NA;NA;0.001336;0.141421356;0.08234528;0.672;1113.536;NA;29;0;1414.272
1508;1;1967;1997;1996;29;NA;NA;NA;NA;NA;0.001336;0.141421356;0.08234528;0.672;1113.536;NA;30;0;1414.272
1514;1;1967;1997;1996;29;NA;NA;NA;NA;NA;0.001336;0.141421356;0.08234528;0.672;1113.536;NA;31;0;1414.272
1517;1;1967;1997;1996;29;NA;NA;NA;NA;NA;0.001336;0.141421356;0.08234528;0.672;1113.536;NA;31;0;1414.272
1520;1;1967;1997;1996;29;NA;NA;NA;NA;NA;0.001336;0.141421356;0.08234528;0.672;1113.536;NA;31;0;1414.272
1452;1;1967;1997;1996;29;NA;NA;NA;NA;NA;0.001336;0.141421356;0.08234528;0.672;1113.536;NA;32;0;1414.272
1455;1;1967;1997;1996;29;NA;NA;NA;NA;NA;0.001336;0.141421356;0.08234528;0.672;1113.536;NA;32;0;1414.272
1494;1;1967;1997;1996;29;NA;NA;NA;NA;NA;0.001336;0.141421356;0.08234528;0.672;1113.536;NA;32;0;1414.272
1449;1;1967;1997;1996;29;NA;NA;NA;NA;NA;0.001336;0.141421356;0.08234528;0.672;1113.536;NA;34;0;1414.272
1439;1;1967;1997;1996;29;NA;NA;NA;NA;NA;0.001336;0.141421356;0.08234528;0.672;1113.536;NA;35;0;1414.272
1511;1;1967;1997;1996;29;NA;NA;NA;NA;NA;0.001336;0.141421356;0.08234528;0.672;1113.536;NA;36;0;1414.272
1557;1;1967;1997;1996;29;NA;NA;NA;NA;NA;0.001336;0.141421356;0.08234528;0.672;1113.536;NA;36;0;1414.272
1491;1;1967;1997;1996;29;NA;NA;NA;NA;NA;0.001336;0.141421356;0.08234528;0.672;1113.536;NA;39;0;1414.272
1487;1;1967;1997;1996;29;NA;NA;NA;NA;NA;0.001336;0.141421356;0.08234528;0.672;1113.536;NA;40;0;1414.272
1484;1;1967;1997;1996;29;NA;NA;NA;NA;NA;0.001336;0.141421356;0.08234528;0.672;1113.536;NA;41;0;1414.272
1456;1;1967;1997;1996;29;NA;NA;NA;NA;NA;0.001336;0.141421356;0.08234528;0.672;1113.536;NA;42;0;1414.272
1565;1;1967;1997;1996;29;NA;NA;NA;NA;NA;0.001336;0.141421356;0.08234528;0.672;1113.536;NA;42;0;1414.272
1510;1;1967;1997;1996;29;NA;NA;NA;NA;NA;0.001336;0.141421356;0.08234528;0.672;1113.536;NA;43;0;1414.272
1497;1;1967;1997;1996;29;NA;NA;NA;NA;NA;0.001336;0.141421356;0.08234528;0.672;1113.536;NA;45;0;1414.272
1559;1;1967;1997;1996;29;NA;NA;NA;NA;NA;0.001336;0.141421356;0.08234528;0.672;1113.536;NA;45;0;1414.272
1492;1;1967;1997;1996;29;NA;NA;NA;NA;NA;0.001336;0.141421356;0.08234528;0.672;1113.536;NA;46;0;1414.272
1088;1;1967;1995;1997;30;1;0;0;NA;NA;0.001336;0.141421356;0.08234528;0.672;1414.272;1;3;0;1425.956
1478;1;1967;1997;1997;30;1;1;0;NA;NA;0.001336;0.141421356;0.08234528;0.672;1414.272;1;3;0;1425.956
1541;1;1967;1997;1997;30;2;1;0;NA;NA;0.001336;0.141421356;0.08234528;0.672;1414.272;1;1;0;1425.956
1469;1;1967;1997;1997;30;2;1;0;NA;NA;0.001336;0.141421356;0.08234528;0.672;1414.272;1;2;0;1425.956
1087;1;1967;1995;1997;30;2;0;0;NA;NA;0.001336;0.141421356;0.08234528;0.672;1414.272;1;3;0;1425.956
1470;1;1967;1997;1997;30;2;1;0;NA;NA;0.001336;0.141421356;0.08234528;0.672;1414.272;1;3;0;1425.956
1540;1;1967;1997;1997;30;2;1;0;NA;NA;0.001336;0.141421356;0.08234528;0.672;1414.272;1;3;0;1425.956
1477;1;1967;1997;1997;30;2;1;0;NA;NA;0.001336;0.141421356;0.08234528;0.672;1414.272;1;7;0;1425.956
1462;1;1967;1997;1997;30;2;1;0;NA;NA;0.001336;0.141421356;0.08234528;0.672;1414.272;0;NA;NA;1425.956
1536;1;1967;1997;1997;30;2;1;0;NA;NA;0.001336;0.141421356;0.08234528;0.672;1414.272;0;NA;NA;1425.956
1555;1;1967;1997;1997;30;2;1;0;NA;NA;0.001336;0.141421356;0.08234528;0.672;1414.272;0;NA;NA;1425.956
1554;1;1967;1997;1997;30;3;1;0;NA;NA;0.001336;0.141421356;0.08234528;0.672;1414.272;1;3;0;1425.956
1502;1;1967;1997;1997;30;3;1;0;NA;NA;0.001336;0.141421356;0.08234528;0.672;1414.272;1;16;0;1425.956
1558;1;1967;1997;1997;30;3;1;0;NA;NA;0.001336;0.141421356;0.08234528;0.672;1414.272;1;20;0;1425.956
1498;1;1967;1997;1997;30;3;1;0;NA;NA;0.001336;0.141421356;0.08234528;0.672;1414.272;1;26;0;1425.956
1481;1;1967;1997;1997;30;3;1;0;NA;NA;0.001336;0.141421356;0.08234528;0.672;1414.272;1;28;0;1425.956
1464;1;1967;1997;1997;30;3;1;0;NA;NA;0.001336;0.141421356;0.08234528;0.672;1414.272;1;41;0;1425.956
1524;1;1967;1997;1997;30;3;1;0;NA;NA;0.001336;0.141421356;0.08234528;0.672;1414.272;0;NA;NA;1425.956
1537;1;1967;1997;1997;30;3;1;0;NA;NA;0.001336;0.141421356;0.08234528;0.672;1414.272;0;NA;NA;1425.956
1543;1;1967;1997;1997;30;3;1;0;NA;NA;0.001336;0.141421356;0.08234528;0.672;1414.272;0;NA;NA;1425.956
1560;1;1967;1997;1997;30;3;1;0;NA;NA;0.001336;0.141421356;0.08234528;0.672;1414.272;0;NA;NA;1425.956
1523;1;1967;1997;1997;30;4;1;0;NA;NA;0.001336;0.141421356;0.08234528;0.672;1414.272;1;9;0;1425.956
1563;1;1967;1997;1997;30;4;1;0;NA;NA;0.001336;0.141421356;0.08234528;0.672;1414.272;1;12;0;1425.956
1561;1;1967;1997;1997;30;4;1;0;NA;NA;0.001336;0.141421356;0.08234528;0.672;1414.272;1;21;0;1425.956
1066;1;1967;1995;1997;30;4;0;0;NA;NA;0.001336;0.141421356;0.08234528;0.672;1414.272;1;26;0;1425.956
1473;1;1967;1997;1997;30;4;1;0;NA;NA;0.001336;0.141421356;0.08234528;0.672;1414.272;1;33;0;1425.956
1460;1;1967;1997;1997;30;4;1;0;NA;NA;0.001336;0.141421356;0.08234528;0.672;1414.272;1;34;0;1425.956
1461;1;1967;1997;1997;30;4;1;0;NA;NA;0.001336;0.141421356;0.08234528;0.672;1414.272;1;35;0;1425.956
1085;1;1967;1995;1997;30;4;0;0;NA;NA;0.001336;0.141421356;0.08234528;0.672;1414.272;0;NA;NA;1425.956
1521;1;1967;1997;1997;30;4;1;0;NA;NA;0.001336;0.141421356;0.08234528;0.672;1414.272;0;NA;NA;1425.956
1522;1;1967;1997;1997;30;4;1;0;NA;NA;0.001336;0.141421356;0.08234528;0.672;1414.272;0;NA;NA;1425.956
1527;1;1967;1997;1997;30;4;1;0;NA;NA;0.001336;0.141421356;0.08234528;0.672;1414.272;0;NA;NA;1425.956
1544;1;1967;1997;1997;30;4;1;0;NA;NA;0.001336;0.141421356;0.08234528;0.672;1414.272;0;NA;NA;1425.956
1479;1;1967;1997;1997;30;5;1;0;NA;NA;0.001336;0.141421356;0.08234528;0.672;1414.272;1;2;0;1425.956
1564;1;1967;1997;1997;30;5;1;0;NA;NA;0.001336;0.141421356;0.08234528;0.672;1414.272;1;15;0;1425.956
1472;1;1967;1997;1997;30;5;1;0;NA;NA;0.001336;0.141421356;0.08234528;0.672;1414.272;1;21;0;1425.956
1482;1;1967;1997;1997;30;5;1;0;NA;NA;0.001336;0.141421356;0.08234528;0.672;1414.272;1;27;0;1425.956
1070;1;1967;1995;1997;30;5;0;0;NA;NA;0.001336;0.141421356;0.08234528;0.672;1414.272;1;31;0;1425.956
1476;1;1967;1997;1997;30;5;1;1;3;14;0.001336;0.141421356;0.08234528;0.672;1414.272;1;31;0;1425.956
1474;1;1967;1997;1997;30;5;1;0;NA;NA;0.001336;0.141421356;0.08234528;0.672;1414.272;1;32;0;1425.956
1465;1;1967;1997;1997;30;5;1;0;NA;NA;0.001336;0.141421356;0.08234528;0.672;1414.272;0;NA;NA;1425.956
1501;1;1967;1997;1997;30;5;1;0;NA;NA;0.001336;0.141421356;0.08234528;0.672;1414.272;0;NA;NA;1425.956
1526;1;1967;1997;1997;30;5;1;0;NA;NA;0.001336;0.141421356;0.08234528;0.672;1414.272;0;NA;NA;1425.956
1548;1;1967;1997;1997;30;5;1;0;NA;NA;0.001336;0.141421356;0.08234528;0.672;1414.272;0;NA;NA;1425.956
1553;1;1967;1997;1997;30;5;1;0;NA;NA;0.001336;0.141421356;0.08234528;0.672;1414.272;0;NA;NA;1425.956
1546;1;1967;1997;1997;30;6;1;0;NA;NA;0.001336;0.141421356;0.08234528;0.672;1414.272;1;2;0;1425.956
1519;1;1967;1997;1997;30;6;1;0;NA;NA;0.001336;0.141421356;0.08234528;0.672;1414.272;1;13;0;1425.956
1475;1;1967;1997;1997;30;6;1;0;NA;NA;0.001336;0.141421356;0.08234528;0.672;1414.272;1;28;0;1425.956
1441;1;1967;1997;1997;30;6;1;0;NA;NA;0.001336;0.141421356;0.08234528;0.672;1414.272;1;29;0;1425.956
1529;1;1967;1997;1997;30;6;1;0;NA;NA;0.001336;0.141421356;0.08234528;0.672;1414.272;0;NA;NA;1425.956
1539;1;1967;1997;1997;30;6;1;0;NA;NA;0.001336;0.141421356;0.08234528;0.672;1414.272;0;NA;NA;1425.956
1550;1;1967;1997;1997;30;6;1;0;NA;NA;0.001336;0.141421356;0.08234528;0.672;1414.272;0;NA;NA;1425.956
1552;1;1967;1997;1997;30;6;1;0;NA;NA;0.001336;0.141421356;0.08234528;0.672;1414.272;0;NA;NA;1425.956
1446;1;1967;1997;1997;30;7;1;0;NA;NA;0.001336;0.141421356;0.08234528;0.672;1414.272;1;21;0;1425.956
1509;1;1967;1997;1997;30;7;1;0;NA;NA;0.001336;0.141421356;0.08234528;0.672;1414.272;0;NA;NA;1425.956
1545;1;1967;1997;1997;30;7;1;0;NA;NA;0.001336;0.141421356;0.08234528;0.672;1414.272;0;NA;NA;1425.956
1551;1;1967;1997;1997;30;7;1;0;NA;NA;0.001336;0.141421356;0.08234528;0.672;1414.272;0;NA;NA;1425.956
1506;1;1967;1997;1997;30;8;1;1;1;14;0.001336;0.141421356;0.08234528;0.672;1414.272;1;2;0;1425.956
1534;1;1967;1997;1997;30;8;1;0;NA;NA;0.001336;0.141421356;0.08234528;0.672;1414.272;0;NA;NA;1425.956
1535;1;1967;1997;1997;30;8;1;0;NA;NA;0.001336;0.141421356;0.08234528;0.672;1414.272;0;NA;NA;1425.956
1504;1;1967;1997;1997;30;9;1;0;NA;NA;0.001336;0.141421356;0.08234528;0.672;1414.272;1;6;0;1425.956
49;1;1967;1994;1997;30;9;0;1;3;14;0.001336;0.141421356;0.08234528;0.672;1414.272;0;NA;NA;1425.956
55;1;1967;1994;1997;30;9;0;1;12;14;0.001336;0.141421356;0.08234528;0.672;1414.272;0;NA;NA;1425.956
