ID;treatment;site;plot;quadrat;x;y;shrub;compass;distance;year;prec;age;size;fec0;fec1;surv;precNext;ageNext;sizeNext
Control.III.9.7.65.22;Control;III;9;7;65;22;NA;NA;NA;2008;30.3276;2;3;0;NA;1;27.0764;3;7
Control.III.9.7.76.90;Control;III;9;7;76;90;NA;NA;NA;2008;30.3276;2;6;0;NA;1;27.0764;3;14
Control.III.9.8.9.44;Control;III;9;8;9;44;NA;NA;NA;2008;30.3276;8;6;0;NA;1;27.0764;9;8
Control.III.9.8.89.94;Control;III;9;8;89;94;NA;NA;NA;2008;30.3276;999;5;0;NA;0;27.0764;NA;NA
Control.III.9.8.90.73;Control;III;9;8;90;73;At;299;-10;2008;30.3276;1;4;0;NA;1;27.0764;2;5
Control.III.9.8.94.80;Control;III;9;8;94;80;At;323;10;2008;30.3276;2;4;0;NA;1;27.0764;3;8
Control.III.9.8.95.22;Control;III;9;8;95;22;NA;NA;NA;2008;30.3276;8;3;0;NA;0;27.0764;NA;NA
Control.III.9.8.98.70;Control;III;9;8;98;70;NA;NA;NA;2008;30.3276;2;8;1;1;1;27.0764;3;6
Control.III.9.9.93.19;Control;III;9;9;93;19;NA;NA;NA;2008;30.3276;NA;NA;NA;NA;NA;27.0764;1;1
Control.III.9.10.0.99;Control;III;9;10;0;99;Cn;223;-25;2008;30.3276;NA;NA;NA;NA;NA;27.0764;1;1
Control.III.9.10.28.50;Control;III;9;10;28;50;Cn;206;-10;2008;30.3276;1;1;0;NA;1;27.0764;2;4
Control.III.9.10.45.80;Control;III;9;10;45;80;NA;NA;NA;2008;30.3276;2;1;0;NA;0;27.0764;NA;NA
Control.III.9.10.50.80;Control;III;9;10;50;80;Cn;21;-20;2008;30.3276;NA;NA;NA;NA;NA;27.0764;1;2
Control.III.9.10.95.80;Control;III;9;10;95;80;NA;NA;NA;2008;30.3276;1;1;0;NA;0;27.0764;NA;NA
Control.III.9.12.61.45;Control;III;9;12;61;45;NA;NA;NA;2008;30.3276;2;2;0;NA;1;27.0764;3;6
Control.III.9.12.70.48;Control;III;9;12;70;48;NA;NA;NA;2008;30.3276;NA;NA;NA;NA;NA;27.0764;1;6
Control.III.9.12.72.99;Control;III;9;12;72;99;NA;NA;NA;2008;30.3276;NA;NA;NA;NA;NA;27.0764;1;2
Control.III.9.12.80.50;Control;III;9;12;80;50;NA;NA;NA;2008;30.3276;3;14;1;4;1;27.0764;4;17
Control.III.9.12.80.90;Control;III;9;12;80;90;NA;NA;NA;2008;30.3276;1;5;0;NA;1;27.0764;2;7
Control.III.9.13.3.30;Control;III;9;13;3;30;NA;NA;NA;2008;30.3276;NA;NA;NA;NA;NA;27.0764;1;1
Control.III.9.13.5.30;Control;III;9;13;5;30;Cn;323;0;2008;30.3276;2;5;1;1;1;27.0764;3;14
Control.III.9.13.68.10;Control;III;9;13;68;10;NA;NA;NA;2008;30.3276;1;1;0;NA;1;27.0764;2;4
Control.IV.11.3.10.15;Control;IV;11;3;10;15;Cn;330;5;2008;30.3276;NA;NA;NA;NA;NA;27.0764;1;1
Control.IV.11.3.10.15;Control;IV;11;3;10;15;Cn;350;0;2008;30.3276;NA;NA;NA;NA;NA;27.0764;1;1
Control.IV.11.3.10.30;Control;IV;11;3;10;30;At;5;-5;2008;30.3276;NA;NA;NA;NA;NA;27.0764;1;4
Control.IV.11.3.11.23;Control;IV;11;3;11;23;Cn;351;0;2008;30.3276;NA;NA;NA;NA;NA;27.0764;1;2
Control.IV.11.3.15.12;Control;IV;11;3;15;12;Cn;347;5;2008;30.3276;1;1;0;NA;1;27.0764;2;4
Control.IV.11.3.16.42;Control;IV;11;3;16;42;At;327;-5;2008;30.3276;2;4;0;NA;1;27.0764;3;6
Control.IV.11.3.20.55;Control;IV;11;3;20;55;At;256;10;2008;30.3276;5;17;1;3;1;27.0764;6;15
Control.IV.11.3.21.25;Control;IV;11;3;21;25;NA;NA;NA;2008;30.3276;NA;NA;NA;NA;NA;27.0764;1;1
Control.IV.11.3.25.80;Control;IV;11;3;25;80;NA;NA;NA;2008;30.3276;1;1;0;NA;1;27.0764;2;3
Control.IV.11.3.91.69;Control;IV;11;3;91;69;NA;NA;NA;2008;30.3276;10;9;0;NA;1;27.0764;11;5
Control.IV.11.3.99.15;Control;IV;11;3;99;15;NA;NA;NA;2008;30.3276;11;15;1;1;0;27.0764;NA;NA
Control.IV.11.6.95.99;Control;IV;11;6;95;99;NA;NA;NA;2008;30.3276;2;1;0;NA;0;27.0764;NA;NA
Control.IV.11.8.0.15;Control;IV;11;8;0;15;NA;NA;NA;2008;30.3276;1;5;0;NA;1;27.0764;2;15
Control.IV.11.8.0.67;Control;IV;11;8;0;67;NA;NA;NA;2008;30.3276;1;2;0;NA;1;27.0764;2;5
Control.IV.11.8.66.51;Control;IV;11;8;66;51;NA;NA;NA;2008;30.3276;3;9;0;NA;1;27.0764;4;9
Control.IV.11.8.67.11;Control;IV;11;8;67;11;NA;NA;NA;2008;30.3276;2;4;1;1;1;27.0764;3;15
Control.IV.11.8.75.32;Control;IV;11;8;75;32;NA;NA;NA;2008;30.3276;1;2;0;NA;1;27.0764;2;8
Control.IV.11.8.76.17;Control;IV;11;8;76;17;NA;NA;NA;2008;30.3276;NA;NA;NA;NA;NA;27.0764;1;1
Control.IV.11.8.80.34;Control;IV;11;8;80;34;NA;NA;NA;2008;30.3276;NA;NA;NA;NA;NA;27.0764;1;2
Control.IV.11.8.96.15;Control;IV;11;8;96;15;NA;NA;NA;2008;30.3276;1;3;0;NA;1;27.0764;2;8
Control.IV.11.8.97.10;Control;IV;11;8;97;10;NA;NA;NA;2008;30.3276;NA;NA;NA;NA;NA;27.0764;1;5
Control.IV.11.10.10.91;Control;IV;11;10;10;91;NA;NA;NA;2008;30.3276;999;26;1;8;0;27.0764;NA;NA
Control.IV.11.10.24.40;Control;IV;11;10;24;40;NA;NA;NA;2008;30.3276;1;3;0;NA;1;27.0764;2;11
Control.IV.11.10.27.69;Control;IV;11;10;27;69;NA;NA;NA;2008;30.3276;1;1;0;NA;0;27.0764;NA;NA
Control.IV.11.10.30.31;Control;IV;11;10;30;31;NA;NA;NA;2008;30.3276;1;1;0;NA;0;27.0764;NA;NA
Control.IV.11.10.35.70;Control;IV;11;10;35;70;NA;NA;NA;2008;30.3276;6;5;1;1;0;27.0764;NA;NA
Control.IV.11.10.90.98;Control;IV;11;10;90;98;NA;NA;NA;2008;30.3276;2;2;0;NA;0;27.0764;NA;NA
Control.IV.11.10.100.56;Control;IV;11;10;100;56;NA;NA;NA;2008;30.3276;1;1;0;NA;0;27.0764;NA;NA
Control.IV.11.11.41.80;Control;IV;11;11;41;80;NA;NA;NA;2008;30.3276;1;1;0;NA;0;27.0764;NA;NA
Control.IV.11.11.78.80;Control;IV;11;11;78;80;NA;NA;NA;2008;30.3276;6;7;0;NA;0;27.0764;NA;NA
Control.IV.11.11.85.90;Control;IV;11;11;85;90;NA;NA;NA;2008;30.3276;999;17;1;1;0;27.0764;NA;NA
Control.IV.11.13.2.14;Control;IV;11;13;2;14;NA;NA;NA;2008;30.3276;3;1;0;NA;0;27.0764;NA;NA
Control.IV.11.13.6.0;Control;IV;11;13;6;0;NA;NA;NA;2008;30.3276;2;4;0;NA;0;27.0764;NA;NA
Control.IV.11.13.8.26;Control;IV;11;13;8;26;NA;NA;NA;2008;30.3276;12;10;1;1;0;27.0764;NA;NA
Control.IV.11.13.17.10;Control;IV;11;13;17;10;NA;NA;NA;2008;30.3276;3;14;1;1;0;27.0764;NA;NA
Control.IV.11.13.20.40;Control;IV;11;13;20;40;NA;NA;NA;2008;30.3276;1;4;0;NA;0;27.0764;NA;NA
Control.IV.11.13.43.21;Control;IV;11;13;43;21;NA;NA;NA;2008;30.3276;2;11;0;NA;1;27.0764;3;38
Control.IV.11.13.66.6;Control;IV;11;13;66;6;NA;NA;NA;2008;30.3276;NA;NA;NA;NA;NA;27.0764;1;6
Control.IV.11.13.70.0;Control;IV;11;13;70;0;NA;NA;NA;2008;30.3276;NA;NA;NA;NA;NA;27.0764;1;5
Control.IV.11.13.76.14;Control;IV;11;13;76;14;NA;NA;NA;2008;30.3276;NA;NA;NA;NA;NA;27.0764;1;4
Control.IV.11.13.77.34;Control;IV;11;13;77;34;NA;NA;NA;2008;30.3276;NA;NA;NA;NA;NA;27.0764;1;3
Control.IV.11.13.79.8;Control;IV;11;13;79;8;NA;NA;NA;2008;30.3276;NA;NA;NA;NA;NA;27.0764;1;4
Control.V.15.1.42.50;Control;V;15;1;42;50;At;239;15;2008;30.3276;1;1;0;NA;1;27.0764;2;4
Control.V.15.5.83.13;Control;V;15;5;83;13;NA;NA;NA;2008;30.3276;1;1;0;NA;0;27.0764;NA;NA
Control.V.15.5.85.16;Control;V;15;5;85;16;NA;NA;NA;2008;30.3276;1;1;0;NA;0;27.0764;NA;NA
Control.V.15.5.85.16;Control;V;15;5;85;16;NA;NA;NA;2008;30.3276;1;1;0;NA;0;27.0764;NA;NA
Control.V.15.13.33.2;Control;V;15;13;33;2;NA;NA;NA;2008;30.3276;NA;NA;NA;NA;NA;27.0764;1;1
Control.V.15.13.33.2;Control;V;15;13;33;2;NA;NA;NA;2008;30.3276;NA;NA;NA;NA;NA;27.0764;1;1
Control.VI.18.2.25.5;Control;VI;18;2;25;5;NA;NA;NA;2008;30.3276;8;14;1;4;0;27.0764;NA;NA
Control.VI.18.2.27.16;Control;VI;18;2;27;16;NA;NA;NA;2008;30.3276;12;34;1;7;0;27.0764;NA;NA
Control.VI.18.2.33.10;Control;VI;18;2;33;10;NA;NA;NA;2008;30.3276;8;6;0;NA;1;27.0764;9;26
Control.VI.18.2.35.17;Control;VI;18;2;35;17;NA;NA;NA;2008;30.3276;2;4;0;NA;1;27.0764;3;6
Control.VI.18.2.37.3;Control;VI;18;2;37;3;NA;NA;NA;2008;30.3276;NA;NA;NA;NA;NA;27.0764;1;1
Control.VI.18.2.45.42;Control;VI;18;2;45;42;NA;NA;NA;2008;30.3276;2;1;0;NA;1;27.0764;3;7
Control.VI.18.2.51.28;Control;VI;18;2;51;28;NA;NA;NA;2008;30.3276;3;2;0;NA;1;27.0764;4;1
Control.VI.18.2.51.32;Control;VI;18;2;51;32;NA;NA;NA;2008;30.3276;3;6;0;NA;1;27.0764;4;2
Control.VI.18.2.54.31;Control;VI;18;2;54;31;NA;NA;NA;2008;30.3276;NA;NA;NA;NA;NA;27.0764;1;1
Control.VI.18.2.54.95;Control;VI;18;2;54;95;NA;NA;NA;2008;30.3276;2;1;0;NA;0;27.0764;NA;NA
Control.VI.18.2.66.34;Control;VI;18;2;66;34;NA;NA;NA;2008;30.3276;12;20;1;2;1;27.0764;13;25
Control.VI.18.2.70.80;Control;VI;18;2;70;80;NA;NA;NA;2008;30.3276;3;14;0;NA;1;27.0764;4;16
Control.VI.18.2.72.33;Control;VI;18;2;72;33;NA;NA;NA;2008;30.3276;2;1;0;NA;0;27.0764;NA;NA
Control.VI.18.2.73.35;Control;VI;18;2;73;35;NA;NA;NA;2008;30.3276;1;2;0;NA;0;27.0764;NA;NA
Control.VI.18.2.75.15;Control;VI;18;2;75;15;NA;NA;NA;2008;30.3276;NA;NA;NA;NA;NA;27.0764;1;2
Control.VI.18.2.80.80;Control;VI;18;2;80;80;NA;NA;NA;2008;30.3276;5;6;1;1;1;27.0764;6;7
Control.VI.18.2.89.11;Control;VI;18;2;89;11;NA;NA;NA;2008;30.3276;12;24;0;NA;1;27.0764;13;36
Control.VI.18.2.95.15;Control;VI;18;2;95;15;NA;NA;NA;2008;30.3276;NA;NA;NA;NA;NA;27.0764;1;2
Control.VI.18.2.96.8;Control;VI;18;2;96;8;NA;NA;NA;2008;30.3276;2;7;0;NA;1;27.0764;3;44
Control.VI.18.2.99.20;Control;VI;18;2;99;20;NA;NA;NA;2008;30.3276;1;2;0;NA;1;27.0764;2;10
Control.VI.18.2.99.40;Control;VI;18;2;99;40;NA;NA;NA;2008;30.3276;1;3;0;NA;1;27.0764;2;8
Control.VI.18.3.0.59;Control;VI;18;3;0;59;NA;NA;NA;2008;30.3276;NA;NA;NA;NA;NA;27.0764;1;3
Control.VI.18.3.3.79;Control;VI;18;3;3;79;NA;NA;NA;2008;30.3276;1;1;0;NA;1;27.0764;2;3
Control.VI.18.3.7.61;Control;VI;18;3;7;61;NA;NA;NA;2008;30.3276;3;1;0;NA;0;27.0764;NA;NA
Control.VI.18.3.7.63;Control;VI;18;3;7;63;NA;NA;NA;2008;30.3276;3;2;0;NA;0;27.0764;NA;NA
Control.VI.18.3.22.41;Control;VI;18;3;22;41;NA;NA;NA;2008;30.3276;999;4;1;1;1;27.0764;999;9
Control.VI.18.3.23.10;Control;VI;18;3;23;10;Cn;315;-15;2008;30.3276;2;1;0;NA;1;27.0764;3;1
Control.VI.18.3.23.28;Control;VI;18;3;23;28;NA;NA;NA;2008;30.3276;12;4;1;1;1;27.0764;13;8
Control.VI.18.3.30.45;Control;VI;18;3;30;45;NA;NA;NA;2008;30.3276;2;1;0;NA;1;27.0764;3;3
Control.VI.18.3.33.22;Control;VI;18;3;33;22;NA;NA;NA;2008;30.3276;NA;NA;NA;NA;NA;27.0764;1;1
Control.VI.18.3.39.50;Control;VI;18;3;39;50;NA;NA;NA;2008;30.3276;12;14;1;4;1;27.0764;13;10
Control.VI.18.3.42.38;Control;VI;18;3;42;38;NA;NA;NA;2008;30.3276;12;26;1;4;1;27.0764;13;22
Control.VI.18.3.50.90;Control;VI;18;3;50;90;NA;NA;NA;2008;30.3276;12;9;0;NA;1;27.0764;13;13
Control.VI.18.3.54.48;Control;VI;18;3;54;48;NA;NA;NA;2008;30.3276;999;65;1;5;1;27.0764;999;64
Control.VI.18.3.55.82;Control;VI;18;3;55;82;NA;NA;NA;2008;30.3276;6;13;0;NA;1;27.0764;7;8
Control.VI.18.3.59.83;Control;VI;18;3;59;83;NA;NA;NA;2008;30.3276;5;12;1;2;1;27.0764;6;13
Control.VI.18.3.60.27;Control;VI;18;3;60;27;NA;NA;NA;2008;30.3276;2;4;0;NA;1;27.0764;3;5
Control.VI.18.3.60.99;Control;VI;18;3;60;99;NA;NA;NA;2008;30.3276;NA;NA;NA;NA;NA;27.0764;1;3
Control.VI.18.3.65.80;Control;VI;18;3;65;80;NA;NA;NA;2008;30.3276;6;10;0;NA;1;27.0764;7;12
Control.VI.18.3.67.3;Control;VI;18;3;67;3;NA;NA;NA;2008;30.3276;2;2;0;NA;1;27.0764;3;2
Control.VI.18.3.79.5;Control;VI;18;3;79;5;NA;NA;NA;2008;30.3276;12;23;1;4;1;27.0764;13;15
Control.VI.18.3.87.10;Control;VI;18;3;87;10;NA;NA;NA;2008;30.3276;2;2;0;NA;1;27.0764;3;3
Control.VI.18.6.39.47;Control;VI;18;6;39;47;At;147;-5;2008;30.3276;6;5;0;NA;1;27.0764;7;6
Control.VI.18.7.0.32;Control;VI;18;7;0;32;NA;NA;NA;2008;30.3276;2;3;0;NA;1;27.0764;3;15
Control.VI.18.7.0.75;Control;VI;18;7;0;75;NA;NA;NA;2008;30.3276;2;7;0;NA;1;27.0764;3;11
Control.VI.18.7.1.24;Control;VI;18;7;1;24;NA;NA;NA;2008;30.3276;999;25;1;6;1;27.0764;999;16
Control.VI.18.7.17.38;Control;VI;18;7;17;38;NA;NA;NA;2008;30.3276;3;6;0;NA;1;27.0764;4;3
Control.VI.18.7.19.71;Control;VI;18;7;19;71;NA;NA;NA;2008;30.3276;NA;NA;NA;NA;NA;27.0764;1;5
Control.VI.18.7.20.80;Control;VI;18;7;20;80;NA;NA;NA;2008;30.3276;2;1;0;NA;0;27.0764;NA;NA
Control.VI.18.7.20.85;Control;VI;18;7;20;85;NA;NA;NA;2008;30.3276;999;6;0;NA;0;27.0764;NA;NA
Control.VI.18.7.20.96;Control;VI;18;7;20;96;NA;NA;NA;2008;30.3276;NA;NA;NA;NA;NA;27.0764;1;2
Control.VI.18.7.23.80;Control;VI;18;7;23;80;NA;NA;NA;2008;30.3276;2;1;0;NA;0;27.0764;NA;NA
Control.VI.18.7.25.58;Control;VI;18;7;25;58;NA;NA;NA;2008;30.3276;999;13;0;NA;1;27.0764;999;15
Control.VI.18.7.27.59;Control;VI;18;7;27;59;At;105;-5;2008;30.3276;3;12;1;6;1;27.0764;4;7
Control.VI.18.7.43.8;Control;VI;18;7;43;8;NA;NA;NA;2008;30.3276;12;20;1;3;1;27.0764;13;19
Control.VI.18.7.46.68;Control;VI;18;7;46;68;NA;NA;NA;2008;30.3276;999;9;0;NA;1;27.0764;999;8
Control.VI.18.9.2.58;Control;VI;18;9;2;58;At;278;18;2008;30.3276;999;17;0;NA;1;27.0764;999;13
Control.VI.18.9.16.55;Control;VI;18;9;16;55;NA;NA;NA;2008;30.3276;NA;NA;NA;NA;NA;27.0764;1;1
Control.VI.18.9.42.90;Control;VI;18;9;42;90;NA;NA;NA;2008;30.3276;9;29;1;8;1;27.0764;10;32
Control.VI.18.9.53.92;Control;VI;18;9;53;92;NA;NA;NA;2008;30.3276;1;3;0;NA;0;27.0764;NA;NA
Control.VI.18.9.60.95;Control;VI;18;9;60;95;NA;NA;NA;2008;30.3276;1;1;0;NA;0;27.0764;NA;NA
Control.VI.18.9.66.93;Control;VI;18;9;66;93;NA;NA;NA;2008;30.3276;1;1;0;NA;0;27.0764;NA;NA
Control.VI.18.12.8.30;Control;VI;18;12;8;30;NA;NA;NA;2008;30.3276;3;3;0;NA;1;27.0764;4;7
Control.VI.18.13.6.55;Control;VI;18;13;6;55;NA;NA;NA;2008;30.3276;3;6;1;1;1;27.0764;4;11
Control.VI.18.13.10.99;Control;VI;18;13;10;99;NA;NA;NA;2008;30.3276;2;7;1;2;1;27.0764;3;13
Control.VI.18.13.22.29;Control;VI;18;13;22;29;NA;NA;NA;2008;30.3276;1;2;0;NA;0;27.0764;NA;NA
Control.VI.18.13.23.39;Control;VI;18;13;23;39;NA;NA;NA;2008;30.3276;3;3;0;NA;1;27.0764;4;3
Control.VI.18.13.23.50;Control;VI;18;13;23;50;NA;NA;NA;2008;30.3276;NA;NA;NA;NA;NA;27.0764;1;1
Control.VI.18.13.34.0;Control;VI;18;13;34;0;NA;NA;NA;2008;30.3276;NA;NA;NA;NA;NA;27.0764;1;2
Control.VI.18.13.35.79;Control;VI;18;13;35;79;NA;NA;NA;2008;30.3276;5;5;0;NA;1;27.0764;6;7
Control.VI.18.13.53.87;Control;VI;18;13;53;87;NA;NA;NA;2008;30.3276;8;17;0;NA;1;27.0764;9;15
Control.VI.18.13.55.38;Control;VI;18;13;55;38;NA;NA;NA;2008;30.3276;10;32;1;3;1;27.0764;11;31
Control.VI.18.13.55.68;Control;VI;18;13;55;68;NA;NA;NA;2008;30.3276;1;1;0;NA;0;27.0764;NA;NA
Control.VI.18.13.58.61;Control;VI;18;13;58;61;NA;NA;NA;2008;30.3276;5;19;1;3;1;27.0764;6;9
Control.VI.18.13.65.46;Control;VI;18;13;65;46;NA;NA;NA;2008;30.3276;3;1;0;NA;1;27.0764;4;4
Control.VI.18.13.71.62;Control;VI;18;13;71;62;NA;NA;NA;2008;30.3276;12;21;1;3;1;27.0764;13;20
Control.VI.18.13.87.68;Control;VI;18;13;87;68;NA;NA;NA;2008;30.3276;NA;NA;NA;NA;NA;27.0764;1;1
Control.VI.18.13.88.82;Control;VI;18;13;88;82;NA;NA;NA;2008;30.3276;3;2;0;NA;1;27.0764;4;6
Control.II.5.2.50.93;Control;II;5;2;50;93;NA;NA;NA;2009;27.0764;3;15;1;1;1;34.86052308;4;27
Control.II.5.2.69.86;Control;II;5;2;69;86;NA;NA;NA;2009;27.0764;2;6;1;1;1;34.86052308;3;22
Control.II.5.4.15.53;Control;II;5;4;15;53;NA;NA;NA;2009;27.0764;1;4;0;NA;0;34.86052308;NA;NA
Control.II.5.4.16.56;Control;II;5;4;16;56;NA;NA;NA;2009;27.0764;1;5;0;NA;0;34.86052308;NA;NA
Control.II.5.4.29.58;Control;II;5;4;29;58;NA;NA;NA;2009;27.0764;1;4;0;NA;0;34.86052308;NA;NA
Control.II.5.4.34.57;Control;II;5;4;34;57;At;236;-10;2009;27.0764;1;3;1;1;1;34.86052308;2;1
Control.II.5.4.42.53;Control;II;5;4;42;53;At;236;-5;2009;27.0764;1;6;1;3;1;34.86052308;2;1
Control.II.5.6.0.35;Control;II;5;6;0;35;NA;NA;NA;2009;27.0764;1;5;0;NA;1;34.86052308;2;10
Control.II.5.6.33.79;Control;II;5;6;33;79;NA;NA;NA;2009;27.0764;11;55;1;9;1;34.86052308;12;55
Control.II.5.6.52.83;Control;II;5;6;52;83;At;302;5;2009;27.0764;2;3;0;NA;1;34.86052308;3;5
Control.II.5.11.10.59;Control;II;5;11;10;59;NA;NA;NA;2009;27.0764;6;16;1;1;1;34.86052308;7;17
Control.III.9.2.44.95;Control;III;9;2;44;95;NA;NA;NA;2009;27.0764;2;9;0;NA;1;34.86052308;3;21
Control.III.9.3.37.25;Control;III;9;3;37;25;NA;NA;NA;2009;27.0764;1;1;0;NA;0;34.86052308;NA;NA
Control.III.9.3.99.0;Control;III;9;3;99;0;Cn;254;5;2009;27.0764;1;2;0;NA;1;34.86052308;2;4
Control.III.9.5.45.60;Control;III;9;5;45;60;NA;NA;NA;2009;27.0764;1;2;0;NA;1;34.86052308;2;8
Control.III.9.5.61.53;Control;III;9;5;61;53;NA;NA;NA;2009;27.0764;1;3;0;NA;0;34.86052308;NA;NA
Control.III.9.5.70.83;Control;III;9;5;70;83;NA;NA;NA;2009;27.0764;3;7;0;NA;1;34.86052308;4;16
Control.III.9.5.70.99;Control;III;9;5;70;99;NA;NA;NA;2009;27.0764;NA;NA;NA;NA;NA;34.86052308;1;3
Control.III.9.5.78.27;Control;III;9;5;78;27;NA;NA;NA;2009;27.0764;2;14;0;NA;1;34.86052308;3;18
Control.III.9.5.83.28;Control;III;9;5;83;28;NA;NA;NA;2009;27.0764;2;36;1;10;1;34.86052308;3;79
Control.III.9.5.96.3;Control;III;9;5;96;3;NA;NA;NA;2009;27.0764;3;6;0;NA;1;34.86052308;4;6
Control.III.9.7.65.22;Control;III;9;7;65;22;NA;NA;NA;2009;27.0764;3;7;0;NA;0;34.86052308;NA;NA
Control.III.9.7.76.90;Control;III;9;7;76;90;NA;NA;NA;2009;27.0764;3;14;1;1;1;34.86052308;4;24
Control.III.9.8.9.44;Control;III;9;8;9;44;NA;NA;NA;2009;27.0764;9;8;1;1;0;34.86052308;NA;NA
Control.III.9.8.90.73;Control;III;9;8;90;73;At;299;-10;2009;27.0764;2;5;0;NA;1;34.86052308;3;5
Control.III.9.8.94.80;Control;III;9;8;94;80;At;323;10;2009;27.0764;3;8;1;1;1;34.86052308;4;12
Control.III.9.8.98.70;Control;III;9;8;98;70;NA;NA;NA;2009;27.0764;3;6;0;NA;0;34.86052308;NA;NA
Control.III.9.9.93.19;Control;III;9;9;93;19;NA;NA;NA;2009;27.0764;1;1;0;NA;0;34.86052308;NA;NA
Control.III.9.10.0.99;Control;III;9;10;0;99;Cn;223;-25;2009;27.0764;1;1;0;NA;1;34.86052308;2;7
Control.III.9.10.14.93;Control;III;9;10;14;93;Cn;229;-25;2009;27.0764;NA;NA;NA;NA;NA;34.86052308;1;2
Control.III.9.10.28.50;Control;III;9;10;28;50;Cn;206;-10;2009;27.0764;2;4;0;NA;1;34.86052308;3;3
Control.III.9.10.50.80;Control;III;9;10;50;80;Cn;21;-20;2009;27.0764;1;2;0;NA;1;34.86052308;2;6
Control.III.9.10.73.55;Control;III;9;10;73;55;Cn;286;-20;2009;27.0764;NA;NA;NA;NA;NA;34.86052308;1;3
Control.III.9.12.61.45;Control;III;9;12;61;45;NA;NA;NA;2009;27.0764;3;6;1;1;1;34.86052308;4;11
Control.III.9.12.70.48;Control;III;9;12;70;48;NA;NA;NA;2009;27.0764;1;6;0;NA;0;34.86052308;NA;NA
Control.III.9.12.72.99;Control;III;9;12;72;99;NA;NA;NA;2009;27.0764;1;2;0;NA;1;34.86052308;2;5
Control.III.9.12.80.50;Control;III;9;12;80;50;NA;NA;NA;2009;27.0764;4;17;1;6;0;34.86052308;NA;NA
Control.III.9.12.80.90;Control;III;9;12;80;90;NA;NA;NA;2009;27.0764;2;7;0;NA;0;34.86052308;NA;NA
Control.III.9.13.3.30;Control;III;9;13;3;30;NA;NA;NA;2009;27.0764;1;1;0;NA;1;34.86052308;2;5
Control.III.9.13.5.30;Control;III;9;13;5;30;Cn;323;0;2009;27.0764;3;14;1;2;1;34.86052308;4;5
Control.III.9.13.10.10;Control;III;9;13;10;10;NA;NA;NA;2009;27.0764;NA;NA;NA;NA;NA;34.86052308;1;2
Control.III.9.13.68.10;Control;III;9;13;68;10;NA;NA;NA;2009;27.0764;2;4;0;NA;1;34.86052308;3;6
Control.IV.11.3.5.35;Control;IV;11;3;5;35;NA;NA;NA;2009;27.0764;NA;NA;NA;NA;NA;34.86052308;1;2
Control.IV.11.3.10.15;Control;IV;11;3;10;15;Cn;350;0;2009;27.0764;1;1;0;NA;1;34.86052308;2;1
Control.IV.11.3.10.15;Control;IV;11;3;10;15;Cn;330;5;2009;27.0764;1;1;0;NA;1;34.86052308;2;6
Control.IV.11.3.10.30;Control;IV;11;3;10;30;At;5;-5;2009;27.0764;1;4;0;NA;1;34.86052308;2;11
Control.IV.11.3.11.23;Control;IV;11;3;11;23;Cn;351;0;2009;27.0764;1;2;0;NA;1;34.86052308;2;5
Control.IV.11.3.15.12;Control;IV;11;3;15;12;Cn;347;5;2009;27.0764;2;4;0;NA;1;34.86052308;3;9
Control.IV.11.3.15.25;Control;IV;11;3;15;25;NA;NA;NA;2009;27.0764;NA;NA;NA;NA;NA;34.86052308;1;1
Control.IV.11.3.15.40;Control;IV;11;3;15;40;NA;NA;NA;2009;27.0764;NA;NA;NA;NA;NA;34.86052308;1;2
Control.IV.11.3.16.42;Control;IV;11;3;16;42;At;327;-5;2009;27.0764;3;6;1;1;1;34.86052308;4;11
Control.IV.11.3.20.0;Control;IV;11;3;20;0;NA;NA;NA;2009;27.0764;NA;NA;NA;NA;NA;34.86052308;1;3
Control.IV.11.3.20.55;Control;IV;11;3;20;55;At;256;10;2009;27.0764;6;15;1;7;1;34.86052308;7;43
Control.IV.11.3.21.25;Control;IV;11;3;21;25;NA;NA;NA;2009;27.0764;1;1;0;NA;1;34.86052308;2;4
Control.IV.11.3.25.80;Control;IV;11;3;25;80;NA;NA;NA;2009;27.0764;2;3;0;NA;1;34.86052308;3;12
Control.IV.11.3.35.25;Control;IV;11;3;35;25;NA;NA;NA;2009;27.0764;NA;NA;NA;NA;NA;34.86052308;1;3
Control.IV.11.3.91.69;Control;IV;11;3;91;69;NA;NA;NA;2009;27.0764;11;5;0;NA;1;34.86052308;12;14
Control.IV.11.8.0.15;Control;IV;11;8;0;15;NA;NA;NA;2009;27.0764;2;15;1;1;0;34.86052308;NA;NA
Control.IV.11.8.0.67;Control;IV;11;8;0;67;NA;NA;NA;2009;27.0764;2;5;1;2;0;34.86052308;NA;NA
Control.IV.11.8.66.51;Control;IV;11;8;66;51;NA;NA;NA;2009;27.0764;4;9;0;NA;0;34.86052308;NA;NA
Control.IV.11.8.67.11;Control;IV;11;8;67;11;NA;NA;NA;2009;27.0764;3;15;0;NA;0;34.86052308;NA;NA
Control.IV.11.8.75.32;Control;IV;11;8;75;32;NA;NA;NA;2009;27.0764;2;8;0;NA;0;34.86052308;NA;NA
Control.IV.11.8.76.17;Control;IV;11;8;76;17;NA;NA;NA;2009;27.0764;1;1;0;NA;0;34.86052308;NA;NA
Control.IV.11.8.80.34;Control;IV;11;8;80;34;NA;NA;NA;2009;27.0764;1;2;0;NA;0;34.86052308;NA;NA
