ID;treatment;site;plot;quadrat;x;y;shrub;compass;distance;year;prec;age;size;fec0;fec1;surv;precNext;ageNext;sizeNext
Control.III.9.5.83.28;Control;III;9;5;83;28;NA;NA;NA;2007;31.9532;NA;NA;NA;NA;NA;30.3276;1;1
Control.III.9.5.96.3;Control;III;9;5;96;3;NA;NA;NA;2007;31.9532;1;1;0;NA;1;30.3276;2;3
Control.III.9.6.10.20;Control;III;9;6;10;20;NA;NA;NA;2007;31.9532;1;1;0;NA;0;30.3276;NA;NA
Control.III.9.7.48.38;Control;III;9;7;48;38;NA;NA;NA;2007;31.9532;1;1;0;NA;0;30.3276;NA;NA
Control.III.9.7.54.51;Control;III;9;7;54;51;NA;NA;NA;2007;31.9532;1;1;0;NA;0;30.3276;NA;NA
Control.III.9.7.65.22;Control;III;9;7;65;22;NA;NA;NA;2007;31.9532;1;1;0;NA;1;30.3276;2;3
Control.III.9.7.70.88;Control;III;9;7;70;88;NA;NA;NA;2007;31.9532;1;1;0;NA;0;30.3276;NA;NA
Control.III.9.7.76.90;Control;III;9;7;76;90;NA;NA;NA;2007;31.9532;1;1;0;NA;1;30.3276;2;6
Control.III.9.7.90.85;Control;III;9;7;90;85;NA;NA;NA;2007;31.9532;1;1;0;NA;0;30.3276;NA;NA
Control.III.9.8.9.44;Control;III;9;8;9;44;NA;NA;NA;2007;31.9532;7;4;0;NA;1;30.3276;8;6
Control.III.9.8.89.94;Control;III;9;8;89;94;NA;NA;NA;2007;31.9532;999;4;1;1;1;30.3276;999;5
Control.III.9.8.90.73;Control;III;9;8;90;73;At;299;-10;2007;31.9532;NA;NA;NA;NA;NA;30.3276;1;4
Control.III.9.8.94.80;Control;III;9;8;94;80;At;323;10;2007;31.9532;1;3;0;NA;1;30.3276;2;4
Control.III.9.8.95.22;Control;III;9;8;95;22;NA;NA;NA;2007;31.9532;7;2;0;NA;1;30.3276;8;3
Control.III.9.8.98.70;Control;III;9;8;98;70;NA;NA;NA;2007;31.9532;1;1;0;NA;1;30.3276;2;8
Control.III.9.10.28.50;Control;III;9;10;28;50;Cn;206;-10;2007;31.9532;NA;NA;NA;NA;NA;30.3276;1;1
Control.III.9.10.35.77;Control;III;9;10;35;77;NA;NA;NA;2007;31.9532;1;1;0;NA;0;30.3276;NA;NA
Control.III.9.10.44.81;Control;III;9;10;44;81;NA;NA;NA;2007;31.9532;1;1;0;NA;0;30.3276;NA;NA
Control.III.9.10.45.80;Control;III;9;10;45;80;NA;NA;NA;2007;31.9532;1;1;0;NA;1;30.3276;2;1
Control.III.9.10.56.53;Control;III;9;10;56;53;NA;NA;NA;2007;31.9532;1;1;0;NA;0;30.3276;NA;NA
Control.III.9.10.56.55;Control;III;9;10;56;55;NA;NA;NA;2007;31.9532;1;1;0;NA;0;30.3276;NA;NA
Control.III.9.10.57.56;Control;III;9;10;57;56;NA;NA;NA;2007;31.9532;1;1;0;NA;0;30.3276;NA;NA
Control.III.9.10.87.32;Control;III;9;10;87;32;NA;NA;NA;2007;31.9532;7;3;0;NA;0;30.3276;NA;NA
Control.III.9.10.90.95;Control;III;9;10;90;95;NA;NA;NA;2007;31.9532;1;1;0;NA;0;30.3276;NA;NA
Control.III.9.10.95.80;Control;III;9;10;95;80;NA;NA;NA;2007;31.9532;NA;NA;NA;NA;NA;30.3276;1;1
Control.III.9.11.21.69;Control;III;9;11;21;69;NA;NA;NA;2007;31.9532;1;1;0;NA;0;30.3276;NA;NA
Control.III.9.12.30.90;Control;III;9;12;30;90;NA;NA;NA;2007;31.9532;1;1;0;NA;0;30.3276;NA;NA
Control.III.9.12.61.45;Control;III;9;12;61;45;NA;NA;NA;2007;31.9532;1;1;0;NA;1;30.3276;2;2
Control.III.9.12.80.50;Control;III;9;12;80;50;NA;NA;NA;2007;31.9532;2;11;1;2;1;30.3276;3;14
Control.III.9.12.80.90;Control;III;9;12;80;90;NA;NA;NA;2007;31.9532;NA;NA;NA;NA;NA;30.3276;1;5
Control.III.9.13.5.30;Control;III;9;13;5;30;Cn;323;0;2007;31.9532;1;2;0;NA;1;30.3276;2;5
Control.III.9.13.5.91;Control;III;9;13;5;91;NA;NA;NA;2007;31.9532;11;7;0;NA;0;30.3276;NA;NA
Control.III.9.13.7.93;Control;III;9;13;7;93;NA;NA;NA;2007;31.9532;4;2;0;NA;0;30.3276;NA;NA
Control.III.9.13.8.3;Control;III;9;13;8;3;NA;NA;NA;2007;31.9532;999;7;0;NA;0;30.3276;NA;NA
Control.III.9.13.29.81;Control;III;9;13;29;81;NA;NA;NA;2007;31.9532;4;1;0;NA;0;30.3276;NA;NA
Control.III.9.13.68.10;Control;III;9;13;68;10;NA;NA;NA;2007;31.9532;NA;NA;NA;NA;NA;30.3276;1;1
Control.III.9.13.91.9;Control;III;9;13;91;9;NA;NA;NA;2007;31.9532;999;11;1;6;0;30.3276;NA;NA
Control.III.9.13.96.6;Control;III;9;13;96;6;NA;NA;NA;2007;31.9532;11;76;1;4;0;30.3276;NA;NA
Control.IV.11.1.20.80;Control;IV;11;1;20;80;NA;NA;NA;2007;31.9532;1;1;0;NA;0;30.3276;NA;NA
Control.IV.11.1.20.83;Control;IV;11;1;20;83;NA;NA;NA;2007;31.9532;1;1;0;NA;0;30.3276;NA;NA
Control.IV.11.3.15.12;Control;IV;11;3;15;12;Cn;347;5;2007;31.9532;NA;NA;NA;NA;NA;30.3276;1;1
Control.IV.11.3.16.42;Control;IV;11;3;16;42;At;327;-5;2007;31.9532;1;2;0;NA;1;30.3276;2;4
Control.IV.11.3.20.55;Control;IV;11;3;20;55;At;256;10;2007;31.9532;4;32;1;5;1;30.3276;5;17
Control.IV.11.3.25.80;Control;IV;11;3;25;80;NA;NA;NA;2007;31.9532;NA;NA;NA;NA;NA;30.3276;1;1
Control.IV.11.3.67.50;Control;IV;11;3;67;50;NA;NA;NA;2007;31.9532;1;1;0;NA;0;30.3276;NA;NA
Control.IV.11.3.68.50;Control;IV;11;3;68;50;NA;NA;NA;2007;31.9532;1;1;0;NA;0;30.3276;NA;NA
Control.IV.11.3.91.69;Control;IV;11;3;91;69;NA;NA;NA;2007;31.9532;9;11;1;2;1;30.3276;10;9
Control.IV.11.3.99.15;Control;IV;11;3;99;15;NA;NA;NA;2007;31.9532;10;24;1;3;1;30.3276;11;15
Control.IV.11.6.12.13;Control;IV;11;6;12;13;NA;NA;NA;2007;31.9532;1;1;0;NA;0;30.3276;NA;NA
Control.IV.11.6.54.19;Control;IV;11;6;54;19;NA;NA;NA;2007;31.9532;2;2;0;NA;0;30.3276;NA;NA
Control.IV.11.6.95.99;Control;IV;11;6;95;99;NA;NA;NA;2007;31.9532;1;1;0;NA;1;30.3276;2;1
Control.IV.11.6.99.7;Control;IV;11;6;99;7;NA;NA;NA;2007;31.9532;1;1;0;NA;0;30.3276;NA;NA
Control.IV.11.8.0.15;Control;IV;11;8;0;15;NA;NA;NA;2007;31.9532;NA;NA;NA;NA;NA;30.3276;1;5
Control.IV.11.8.0.67;Control;IV;11;8;0;67;NA;NA;NA;2007;31.9532;NA;NA;NA;NA;NA;30.3276;1;2
Control.IV.11.8.48.57;Control;IV;11;8;48;57;NA;NA;NA;2007;31.9532;1;1;0;NA;0;30.3276;NA;NA
Control.IV.11.8.57.60;Control;IV;11;8;57;60;NA;NA;NA;2007;31.9532;1;1;0;NA;0;30.3276;NA;NA
Control.IV.11.8.66.51;Control;IV;11;8;66;51;NA;NA;NA;2007;31.9532;2;7;0;NA;1;30.3276;3;9
Control.IV.11.8.67.11;Control;IV;11;8;67;11;NA;NA;NA;2007;31.9532;1;1;0;NA;1;30.3276;2;4
Control.IV.11.8.75.32;Control;IV;11;8;75;32;NA;NA;NA;2007;31.9532;NA;NA;NA;NA;NA;30.3276;1;2
Control.IV.11.8.96.15;Control;IV;11;8;96;15;NA;NA;NA;2007;31.9532;NA;NA;NA;NA;NA;30.3276;1;3
Control.IV.11.10.10.91;Control;IV;11;10;10;91;NA;NA;NA;2007;31.9532;999;25;1;5;1;30.3276;999;26
Control.IV.11.10.12.84;Control;IV;11;10;12;84;NA;NA;NA;2007;31.9532;1;1;0;NA;0;30.3276;NA;NA
Control.IV.11.10.24.40;Control;IV;11;10;24;40;NA;NA;NA;2007;31.9532;NA;NA;NA;NA;NA;30.3276;1;3
Control.IV.11.10.27.69;Control;IV;11;10;27;69;NA;NA;NA;2007;31.9532;NA;NA;NA;NA;NA;30.3276;1;1
Control.IV.11.10.30.31;Control;IV;11;10;30;31;NA;NA;NA;2007;31.9532;NA;NA;NA;NA;NA;30.3276;1;1
Control.IV.11.10.35.70;Control;IV;11;10;35;70;NA;NA;NA;2007;31.9532;5;NA;0;NA;NA;30.3276;6;5
Control.IV.11.10.41.5;Control;IV;11;10;41;5;NA;NA;NA;2007;31.9532;1;1;0;NA;0;30.3276;NA;NA
Control.IV.11.10.44.7;Control;IV;11;10;44;7;NA;NA;NA;2007;31.9532;1;1;0;NA;0;30.3276;NA;NA
Control.IV.11.10.90.98;Control;IV;11;10;90;98;NA;NA;NA;2007;31.9532;1;7;0;NA;1;30.3276;2;2
Control.IV.11.10.100.56;Control;IV;11;10;100;56;NA;NA;NA;2007;31.9532;NA;NA;NA;NA;NA;30.3276;1;1
Control.IV.11.11.0.90;Control;IV;11;11;0;90;NA;NA;NA;2007;31.9532;1;1;0;NA;0;30.3276;NA;NA
Control.IV.11.11.0.90;Control;IV;11;11;0;90;NA;NA;NA;2007;31.9532;1;1;0;NA;0;30.3276;NA;NA
Control.IV.11.11.0.90;Control;IV;11;11;0;90;NA;NA;NA;2007;31.9532;1;1;0;NA;0;30.3276;NA;NA
Control.IV.11.11.41.80;Control;IV;11;11;41;80;NA;NA;NA;2007;31.9532;NA;NA;NA;NA;NA;30.3276;1;1
Control.IV.11.11.78.80;Control;IV;11;11;78;80;NA;NA;NA;2007;31.9532;5;12;1;1;1;30.3276;6;7
Control.IV.11.11.85.90;Control;IV;11;11;85;90;NA;NA;NA;2007;31.9532;999;16;0;NA;1;30.3276;999;17
Control.IV.11.13.2.14;Control;IV;11;13;2;14;NA;NA;NA;2007;31.9532;2;1;0;NA;1;30.3276;3;1
Control.IV.11.13.2.21;Control;IV;11;13;2;21;NA;NA;NA;2007;31.9532;2;1;0;NA;0;30.3276;NA;NA
Control.IV.11.13.3.20;Control;IV;11;13;3;20;NA;NA;NA;2007;31.9532;1;1;0;NA;0;30.3276;NA;NA
Control.IV.11.13.3.26;Control;IV;11;13;3;26;NA;NA;NA;2007;31.9532;2;1;0;NA;0;30.3276;NA;NA
Control.IV.11.13.4.20;Control;IV;11;13;4;20;NA;NA;NA;2007;31.9532;2;1;0;NA;0;30.3276;NA;NA
Control.IV.11.13.5.27;Control;IV;11;13;5;27;NA;NA;NA;2007;31.9532;2;1;0;NA;0;30.3276;NA;NA
Control.IV.11.13.5.42;Control;IV;11;13;5;42;NA;NA;NA;2007;31.9532;2;1;0;NA;0;30.3276;NA;NA
Control.IV.11.13.6.0;Control;IV;11;13;6;0;NA;NA;NA;2007;31.9532;1;1;0;NA;1;30.3276;2;4
Control.IV.11.13.7.33;Control;IV;11;13;7;33;NA;NA;NA;2007;31.9532;2;1;0;NA;0;30.3276;NA;NA
Control.IV.11.13.8.26;Control;IV;11;13;8;26;NA;NA;NA;2007;31.9532;11;4;1;1;1;30.3276;12;10
Control.IV.11.13.10.51;Control;IV;11;13;10;51;NA;NA;NA;2007;31.9532;11;6;0;NA;0;30.3276;NA;NA
Control.IV.11.13.12.79;Control;IV;11;13;12;79;NA;NA;NA;2007;31.9532;9;31;1;4;0;30.3276;NA;NA
Control.IV.11.13.14.27;Control;IV;11;13;14;27;NA;NA;NA;2007;31.9532;999;4;1;2;0;30.3276;NA;NA
Control.IV.11.13.17.10;Control;IV;11;13;17;10;NA;NA;NA;2007;31.9532;2;8;0;NA;1;30.3276;3;14
Control.IV.11.13.17.40;Control;IV;11;13;17;40;NA;NA;NA;2007;31.9532;999;31;1;4;0;30.3276;NA;NA
Control.IV.11.13.20.40;Control;IV;11;13;20;40;NA;NA;NA;2007;31.9532;NA;NA;NA;NA;NA;30.3276;1;4
Control.IV.11.13.43.21;Control;IV;11;13;43;21;NA;NA;NA;2007;31.9532;1;3;0;NA;1;30.3276;2;11
Control.V.15.1.42.50;Control;V;15;1;42;50;At;239;15;2007;31.9532;NA;NA;NA;NA;NA;30.3276;1;1
Control.V.15.1.90.82;Control;V;15;1;90;82;NA;NA;NA;2007;31.9532;1;1;0;NA;0;30.3276;NA;NA
Control.V.15.5.83.13;Control;V;15;5;83;13;NA;NA;NA;2007;31.9532;NA;NA;NA;NA;NA;30.3276;1;1
Control.V.15.5.85.16;Control;V;15;5;85;16;NA;NA;NA;2007;31.9532;NA;NA;NA;NA;NA;30.3276;1;1
Control.V.15.5.85.16;Control;V;15;5;85;16;NA;NA;NA;2007;31.9532;NA;NA;NA;NA;NA;30.3276;1;1
Control.VI.18.2.0.75;Control;VI;18;2;0;75;NA;NA;NA;2007;31.9532;4;15;1;4;0;30.3276;NA;NA
Control.VI.18.2.3.97;Control;VI;18;2;3;97;NA;NA;NA;2007;31.9532;1;1;0;NA;0;30.3276;NA;NA
Control.VI.18.2.4.98;Control;VI;18;2;4;98;NA;NA;NA;2007;31.9532;1;1;0;NA;0;30.3276;NA;NA
Control.VI.18.2.25.5;Control;VI;18;2;25;5;NA;NA;NA;2007;31.9532;7;12;1;1;1;30.3276;8;14
Control.VI.18.2.27.16;Control;VI;18;2;27;16;NA;NA;NA;2007;31.9532;11;46;1;12;1;30.3276;12;34
Control.VI.18.2.33.10;Control;VI;18;2;33;10;NA;NA;NA;2007;31.9532;7;4;0;NA;1;30.3276;8;6
Control.VI.18.2.35.17;Control;VI;18;2;35;17;NA;NA;NA;2007;31.9532;1;1;0;NA;1;30.3276;2;4
Control.VI.18.2.41.47;Control;VI;18;2;41;47;NA;NA;NA;2007;31.9532;1;1;0;NA;0;30.3276;NA;NA
Control.VI.18.2.45.42;Control;VI;18;2;45;42;NA;NA;NA;2007;31.9532;1;1;0;NA;1;30.3276;2;1
Control.VI.18.2.50.99;Control;VI;18;2;50;99;NA;NA;NA;2007;31.9532;1;1;0;NA;0;30.3276;NA;NA
Control.VI.18.2.51.28;Control;VI;18;2;51;28;NA;NA;NA;2007;31.9532;2;2;0;NA;1;30.3276;3;2
Control.VI.18.2.51.32;Control;VI;18;2;51;32;NA;NA;NA;2007;31.9532;2;4;0;NA;1;30.3276;3;6
Control.VI.18.2.54.95;Control;VI;18;2;54;95;NA;NA;NA;2007;31.9532;1;1;0;NA;1;30.3276;2;1
Control.VI.18.2.60.72;Control;VI;18;2;60;72;NA;NA;NA;2007;31.9532;2;1;0;NA;0;30.3276;NA;NA
Control.VI.18.2.66.34;Control;VI;18;2;66;34;NA;NA;NA;2007;31.9532;11;29;1;3;1;30.3276;12;20
Control.VI.18.2.70.80;Control;VI;18;2;70;80;NA;NA;NA;2007;31.9532;2;11;0;NA;1;30.3276;3;14
Control.VI.18.2.72.33;Control;VI;18;2;72;33;NA;NA;NA;2007;31.9532;1;1;0;NA;1;30.3276;2;1
Control.VI.18.2.73.35;Control;VI;18;2;73;35;NA;NA;NA;2007;31.9532;NA;NA;NA;NA;NA;30.3276;1;2
Control.VI.18.2.80.80;Control;VI;18;2;80;80;NA;NA;NA;2007;31.9532;4;6;0;NA;1;30.3276;5;6
Control.VI.18.2.89.11;Control;VI;18;2;89;11;NA;NA;NA;2007;31.9532;11;22;0;NA;1;30.3276;12;24
Control.VI.18.2.96.8;Control;VI;18;2;96;8;NA;NA;NA;2007;31.9532;1;1;0;NA;1;30.3276;2;7
Control.VI.18.2.99.20;Control;VI;18;2;99;20;NA;NA;NA;2007;31.9532;NA;NA;NA;NA;NA;30.3276;1;2
Control.VI.18.2.99.40;Control;VI;18;2;99;40;NA;NA;NA;2007;31.9532;NA;NA;NA;NA;NA;30.3276;1;3
Control.VI.18.3.3.79;Control;VI;18;3;3;79;NA;NA;NA;2007;31.9532;NA;NA;NA;NA;NA;30.3276;1;1
Control.VI.18.3.7.61;Control;VI;18;3;7;61;NA;NA;NA;2007;31.9532;2;1;0;NA;1;30.3276;3;1
Control.VI.18.3.7.63;Control;VI;18;3;7;63;NA;NA;NA;2007;31.9532;2;2;0;NA;1;30.3276;3;2
Control.VI.18.3.10.62;Control;VI;18;3;10;62;NA;NA;NA;2007;31.9532;2;2;0;NA;0;30.3276;NA;NA
Control.VI.18.3.19.10;Control;VI;18;3;19;10;NA;NA;NA;2007;31.9532;1;1;0;NA;0;30.3276;NA;NA
Control.VI.18.3.22.41;Control;VI;18;3;22;41;NA;NA;NA;2007;31.9532;999;5;1;1;1;30.3276;999;4
Control.VI.18.3.23.10;Control;VI;18;3;23;10;Cn;315;-15;2007;31.9532;1;1;0;NA;1;30.3276;2;1
Control.VI.18.3.23.28;Control;VI;18;3;23;28;NA;NA;NA;2007;31.9532;11;4;1;1;1;30.3276;12;4
Control.VI.18.3.30.45;Control;VI;18;3;30;45;NA;NA;NA;2007;31.9532;1;1;0;NA;1;30.3276;2;1
Control.VI.18.3.30.45;Control;VI;18;3;30;45;NA;NA;NA;2007;31.9532;1;1;0;NA;0;30.3276;NA;NA
Control.VI.18.3.33.9;Control;VI;18;3;33;9;NA;NA;NA;2007;31.9532;1;1;0;NA;0;30.3276;NA;NA
Control.VI.18.3.35.45;Control;VI;18;3;35;45;NA;NA;NA;2007;31.9532;1;1;0;NA;0;30.3276;NA;NA
Control.VI.18.3.35.45;Control;VI;18;3;35;45;NA;NA;NA;2007;31.9532;1;1;0;NA;0;30.3276;NA;NA
Control.VI.18.3.35.45;Control;VI;18;3;35;45;NA;NA;NA;2007;31.9532;1;1;0;NA;0;30.3276;NA;NA
Control.VI.18.3.39.50;Control;VI;18;3;39;50;NA;NA;NA;2007;31.9532;11;5;0;NA;1;30.3276;12;14
Control.VI.18.3.42.38;Control;VI;18;3;42;38;NA;NA;NA;2007;31.9532;11;17;1;2;1;30.3276;12;26
Control.VI.18.3.50.90;Control;VI;18;3;50;90;NA;NA;NA;2007;31.9532;11;16;0;NA;1;30.3276;12;9
Control.VI.18.3.54.48;Control;VI;18;3;54;48;NA;NA;NA;2007;31.9532;999;63;1;1;1;30.3276;999;65
Control.VI.18.3.55.82;Control;VI;18;3;55;82;NA;NA;NA;2007;31.9532;5;3;0;NA;1;30.3276;6;13
Control.VI.18.3.59.83;Control;VI;18;3;59;83;NA;NA;NA;2007;31.9532;4;11;0;NA;1;30.3276;5;12
Control.VI.18.3.60.27;Control;VI;18;3;60;27;NA;NA;NA;2007;31.9532;1;1;0;NA;1;30.3276;2;4
Control.VI.18.3.60.27;Control;VI;18;3;60;27;NA;NA;NA;2007;31.9532;1;1;0;NA;0;30.3276;NA;NA
Control.VI.18.3.65.80;Control;VI;18;3;65;80;NA;NA;NA;2007;31.9532;5;27;1;4;1;30.3276;6;10
Control.VI.18.3.67.3;Control;VI;18;3;67;3;NA;NA;NA;2007;31.9532;1;1;0;NA;1;30.3276;2;2
Control.VI.18.3.79.5;Control;VI;18;3;79;5;NA;NA;NA;2007;31.9532;11;21;1;2;1;30.3276;12;23
Control.VI.18.3.87.10;Control;VI;18;3;87;10;NA;NA;NA;2007;31.9532;1;1;0;NA;1;30.3276;2;2
Control.VI.18.6.20.20;Control;VI;18;6;20;20;NA;NA;NA;2007;31.9532;1;1;0;NA;0;30.3276;NA;NA
Control.VI.18.6.39.47;Control;VI;18;6;39;47;At;147;-5;2007;31.9532;5;5;0;NA;1;30.3276;6;5
Control.VI.18.7.0.32;Control;VI;18;7;0;32;NA;NA;NA;2007;31.9532;1;2;0;NA;1;30.3276;2;3
Control.VI.18.7.0.75;Control;VI;18;7;0;75;NA;NA;NA;2007;31.9532;1;1;0;NA;1;30.3276;2;7
Control.VI.18.7.1.24;Control;VI;18;7;1;24;NA;NA;NA;2007;31.9532;999;NA;0;NA;NA;30.3276;999;25
Control.VI.18.7.17.38;Control;VI;18;7;17;38;NA;NA;NA;2007;31.9532;2;2;0;NA;1;30.3276;3;6
Control.VI.18.7.19.30;Control;VI;18;7;19;30;NA;NA;NA;2007;31.9532;1;1;0;NA;0;30.3276;NA;NA
Control.VI.18.7.20.30;Control;VI;18;7;20;30;NA;NA;NA;2007;31.9532;1;1;0;NA;0;30.3276;NA;NA
Control.VI.18.7.20.80;Control;VI;18;7;20;80;NA;NA;NA;2007;31.9532;1;1;0;NA;1;30.3276;2;1
Control.VI.18.7.20.85;Control;VI;18;7;20;85;NA;NA;NA;2007;31.9532;999;5;1;1;1;30.3276;999;6
Control.VI.18.7.21.96;Control;VI;18;7;21;96;NA;NA;NA;2007;31.9532;1;1;0;NA;0;30.3276;NA;NA
Control.VI.18.7.23.80;Control;VI;18;7;23;80;NA;NA;NA;2007;31.9532;1;1;0;NA;1;30.3276;2;1
Control.VI.18.7.25.58;Control;VI;18;7;25;58;NA;NA;NA;2007;31.9532;999;NA;0;NA;NA;30.3276;999;13
Control.VI.18.7.27.59;Control;VI;18;7;27;59;At;105;-5;2007;31.9532;2;12;0;NA;1;30.3276;3;12
Control.VI.18.7.40.65;Control;VI;18;7;40;65;NA;NA;NA;2007;31.9532;2;1;0;NA;0;30.3276;NA;NA
Control.VI.18.7.43.8;Control;VI;18;7;43;8;NA;NA;NA;2007;31.9532;11;4;0;NA;1;30.3276;12;20
Control.VI.18.7.46.68;Control;VI;18;7;46;68;NA;NA;NA;2007;31.9532;999;15;0;NA;1;30.3276;999;9
Control.VI.18.7.53.93;Control;VI;18;7;53;93;NA;NA;NA;2007;31.9532;1;1;0;NA;0;30.3276;NA;NA
Control.VI.18.7.59.65;Control;VI;18;7;59;65;NA;NA;NA;2007;31.9532;1;2;0;NA;0;30.3276;NA;NA
Control.VI.18.7.79.70;Control;VI;18;7;79;70;NA;NA;NA;2007;31.9532;1;1;0;NA;0;30.3276;NA;NA
Control.VI.18.9.2.58;Control;VI;18;9;2;58;At;278;18;2007;31.9532;999;20;0;NA;1;30.3276;999;17
Control.VI.18.9.42.90;Control;VI;18;9;42;90;NA;NA;NA;2007;31.9532;8;23;1;5;1;30.3276;9;29
Control.VI.18.9.53.92;Control;VI;18;9;53;92;NA;NA;NA;2007;31.9532;NA;NA;NA;NA;NA;30.3276;1;3
Control.VI.18.9.59.31;Control;VI;18;9;59;31;NA;NA;NA;2007;31.9532;11;25;0;NA;0;30.3276;NA;NA
Control.VI.18.9.60.95;Control;VI;18;9;60;95;NA;NA;NA;2007;31.9532;NA;NA;NA;NA;NA;30.3276;1;1
Control.VI.18.9.66.93;Control;VI;18;9;66;93;NA;NA;NA;2007;31.9532;NA;NA;NA;NA;NA;30.3276;1;1
Control.VI.18.9.69.70;Control;VI;18;9;69;70;NA;NA;NA;2007;31.9532;999;22;1;1;0;30.3276;NA;NA
Control.VI.18.12.0.12;Control;VI;18;12;0;12;NA;NA;NA;2007;31.9532;1;1;0;NA;0;30.3276;NA;NA
Control.VI.18.12.8.30;Control;VI;18;12;8;30;NA;NA;NA;2007;31.9532;2;6;0;NA;1;30.3276;3;3
Control.VI.18.12.82.21;Control;VI;18;12;82;21;NA;NA;NA;2007;31.9532;2;1;0;NA;0;30.3276;NA;NA
Control.VI.18.13.6.55;Control;VI;18;13;6;55;NA;NA;NA;2007;31.9532;2;5;0;NA;1;30.3276;3;6
Control.VI.18.13.10.99;Control;VI;18;13;10;99;NA;NA;NA;2007;31.9532;1;4;0;NA;1;30.3276;2;7
Control.VI.18.13.17.61;Control;VI;18;13;17;61;NA;NA;NA;2007;31.9532;1;1;0;NA;0;30.3276;NA;NA
Control.VI.18.13.22.29;Control;VI;18;13;22;29;NA;NA;NA;2007;31.9532;NA;NA;NA;NA;NA;30.3276;1;2
Control.VI.18.13.23.39;Control;VI;18;13;23;39;NA;NA;NA;2007;31.9532;2;2;0;NA;1;30.3276;3;3
Control.VI.18.13.35.79;Control;VI;18;13;35;79;NA;NA;NA;2007;31.9532;4;6;0;NA;1;30.3276;5;5
Control.VI.18.13.53.87;Control;VI;18;13;53;87;NA;NA;NA;2007;31.9532;7;17;1;4;1;30.3276;8;17
Control.VI.18.13.55.38;Control;VI;18;13;55;38;NA;NA;NA;2007;31.9532;9;24;1;1;1;30.3276;10;32
Control.VI.18.13.55.68;Control;VI;18;13;55;68;NA;NA;NA;2007;31.9532;NA;NA;NA;NA;NA;30.3276;1;1
Control.VI.18.13.58.61;Control;VI;18;13;58;61;NA;NA;NA;2007;31.9532;4;10;0;NA;1;30.3276;5;19
Control.VI.18.13.64.57;Control;VI;18;13;64;57;NA;NA;NA;2007;31.9532;2;1;0;NA;0;30.3276;NA;NA
Control.VI.18.13.65.46;Control;VI;18;13;65;46;NA;NA;NA;2007;31.9532;2;2;0;NA;1;30.3276;3;1
Control.VI.18.13.71.62;Control;VI;18;13;71;62;NA;NA;NA;2007;31.9532;11;37;1;13;1;30.3276;12;21
Control.VI.18.13.88.82;Control;VI;18;13;88;82;NA;NA;NA;2007;31.9532;2;1;0;NA;1;30.3276;3;2
Control.II.5.2.50.93;Control;II;5;2;50;93;NA;NA;NA;2008;30.3276;2;7;0;NA;1;27.0764;3;15
Control.II.5.2.69.86;Control;II;5;2;69;86;NA;NA;NA;2008;30.3276;1;2;0;NA;1;27.0764;2;6
Control.II.5.4.15.53;Control;II;5;4;15;53;NA;NA;NA;2008;30.3276;NA;NA;NA;NA;NA;27.0764;1;4
Control.II.5.4.16.56;Control;II;5;4;16;56;NA;NA;NA;2008;30.3276;NA;NA;NA;NA;NA;27.0764;1;5
Control.II.5.4.29.58;Control;II;5;4;29;58;NA;NA;NA;2008;30.3276;NA;NA;NA;NA;NA;27.0764;1;4
Control.II.5.4.34.57;Control;II;5;4;34;57;At;236;-10;2008;30.3276;NA;NA;NA;NA;NA;27.0764;1;3
Control.II.5.4.40.35;Control;II;5;4;40;35;NA;NA;NA;2008;30.3276;10;2;0;NA;0;27.0764;NA;NA
Control.II.5.4.42.53;Control;II;5;4;42;53;At;236;-5;2008;30.3276;NA;NA;NA;NA;NA;27.0764;1;6
Control.II.5.6.0.35;Control;II;5;6;0;35;NA;NA;NA;2008;30.3276;NA;NA;NA;NA;NA;27.0764;1;5
Control.II.5.6.33.79;Control;II;5;6;33;79;NA;NA;NA;2008;30.3276;10;42;1;7;1;27.0764;11;55
Control.II.5.6.52.83;Control;II;5;6;52;83;At;302;5;2008;30.3276;1;1;0;NA;1;27.0764;2;3
Control.II.5.11.10.59;Control;II;5;11;10;59;NA;NA;NA;2008;30.3276;5;11;0;NA;1;27.0764;6;16
Control.III.9.2.44.95;Control;III;9;2;44;95;NA;NA;NA;2008;30.3276;1;3;0;NA;1;27.0764;2;9
Control.III.9.3.37.25;Control;III;9;3;37;25;NA;NA;NA;2008;30.3276;NA;NA;NA;NA;NA;27.0764;1;1
Control.III.9.3.99.0;Control;III;9;3;99;0;Cn;254;5;2008;30.3276;NA;NA;NA;NA;NA;27.0764;1;2
Control.III.9.5.45.60;Control;III;9;5;45;60;NA;NA;NA;2008;30.3276;NA;NA;NA;NA;NA;27.0764;1;2
Control.III.9.5.61.53;Control;III;9;5;61;53;NA;NA;NA;2008;30.3276;NA;NA;NA;NA;NA;27.0764;1;3
Control.III.9.5.70.83;Control;III;9;5;70;83;NA;NA;NA;2008;30.3276;2;2;0;NA;1;27.0764;3;7
Control.III.9.5.78.27;Control;III;9;5;78;27;NA;NA;NA;2008;30.3276;1;6;0;NA;1;27.0764;2;14
Control.III.9.5.83.28;Control;III;9;5;83;28;NA;NA;NA;2008;30.3276;1;1;0;NA;1;27.0764;2;36
Control.III.9.5.96.3;Control;III;9;5;96;3;NA;NA;NA;2008;30.3276;2;3;0;NA;1;27.0764;3;6
