idNew;id;bald;gap;tag;fireYear;initial;year;TSLF;size;ontogeny;fec0;fec1;fec2;fec3;fec4;goSB;staySB;cov;surv;sizeNext;ontogenyNext;covNext
ID2337B32G1-829;2337;32;1;829;1997;1998;1997;0;NA;NA;NA;NA;NA;0.001;0.141421356;0.073;0.636;1414.272;NA;3;1;1425.956
ID2341B32G1-833;2341;32;1;833;1997;1998;1997;0;NA;NA;NA;NA;NA;0.001;0.141421356;0.073;0.636;1414.272;NA;3;1;1425.956
ID2342B32G1-834;2342;32;1;834;1997;1998;1997;0;NA;NA;NA;NA;NA;0.001;0.141421356;0.073;0.636;1414.272;NA;3;1;1425.956
ID2348B32G1-891;2348;32;1;891;1997;1998;1997;0;NA;NA;NA;NA;NA;0.001;0.141421356;0.073;0.636;1414.272;NA;3;1;1425.956
ID2349B32G1-892;2349;32;1;892;1997;1998;1997;0;NA;NA;NA;NA;NA;0.001;0.141421356;0.073;0.636;1414.272;NA;3;1;1425.956
ID2396B50G1-1510;2396;50;1;1510;1993;1998;1997;4;NA;NA;NA;NA;NA;0.000664;0.141421356;0.15531296;0.636;1414.272;NA;3;1;1425.956
ID2417B50G1-1530;2417;50;1;1530;1993;1998;1997;4;NA;NA;NA;NA;NA;0.000664;0.141421356;0.15531296;0.636;1414.272;NA;3;1;1425.956
ID2420B50G1-1533;2420;50;1;1533;1993;1998;1997;4;NA;NA;NA;NA;NA;0.000664;0.141421356;0.15531296;0.636;1414.272;NA;3;1;1425.956
ID2486B57G1-1643;2486;57;1;1643;1993;1998;1997;4;NA;NA;NA;NA;NA;0.000664;0.141421356;0.15531296;0.636;1414.272;NA;3;1;1425.956
ID2498B57G1-1654;2498;57;1;1654;1993;1998;1997;4;NA;NA;NA;NA;NA;0.000664;0.141421356;0.15531296;0.636;1414.272;NA;3;1;1425.956
ID2500B57G1-1656;2500;57;1;1656;1993;1998;1997;4;NA;NA;NA;NA;NA;0.000664;0.141421356;0.15531296;0.636;1414.272;NA;3;1;1425.956
ID2532B62G1-1897;2532;62;1;1897;1967;1998;1997;30;NA;NA;NA;NA;NA;0.001336;0.141421356;0.08234528;0.672;1414.272;NA;3;1;1425.956
ID2665B87G1-1209;2665;87;1;1209;1986;1998;1997;11;NA;NA;NA;NA;NA;0.000384;0.141421356;0.18710234;0.824;1414.272;NA;3;1;1425.956
ID2666B87G1-1210;2666;87;1;1210;1986;1998;1997;11;NA;NA;NA;NA;NA;0.000384;0.141421356;0.18710234;0.824;1414.272;NA;3;1;1425.956
ID2667B87G1-1211;2667;87;1;1211;1986;1998;1997;11;NA;NA;NA;NA;NA;0.000384;0.141421356;0.18710234;0.824;1414.272;NA;3;1;1425.956
ID2677B88G1-1238;2677;88;1;1238;1986;1998;1997;11;NA;NA;NA;NA;NA;0.000384;0.141421356;0.18710234;0.824;1414.272;NA;3;1;1425.956
ID2682B88G1-1246;2682;88;1;1246;1986;1998;1997;11;NA;NA;NA;NA;NA;0.000384;0.141421356;0.18710234;0.824;1414.272;NA;3;1;1425.956
ID2695B88G1-1260;2695;88;1;1260;1986;1998;1997;11;NA;NA;NA;NA;NA;0.000384;0.141421356;0.18710234;0.824;1414.272;NA;3;1;1425.956
ID2696B88G1-1261;2696;88;1;1261;1986;1998;1997;11;NA;NA;NA;NA;NA;0.000384;0.141421356;0.18710234;0.824;1414.272;NA;3;1;1425.956
ID2705B88G1-1270;2705;88;1;1270;1986;1998;1997;11;NA;NA;NA;NA;NA;0.000384;0.141421356;0.18710234;0.824;1414.272;NA;3;1;1425.956
ID2708B88G1-1273;2708;88;1;1273;1986;1998;1997;11;NA;NA;NA;NA;NA;0.000384;0.141421356;0.18710234;0.824;1414.272;NA;3;1;1425.956
ID2712B88G1-1277;2712;88;1;1277;1986;1998;1997;11;NA;NA;NA;NA;NA;0.000384;0.141421356;0.18710234;0.824;1414.272;NA;3;1;1425.956
ID2724B88G1-1289;2724;88;1;1289;1986;1998;1997;11;NA;NA;NA;NA;NA;0.000384;0.141421356;0.18710234;0.824;1414.272;NA;3;1;1425.956
ID2843B103G1-1236;2843;103;1;1236;1986;1998;1997;11;NA;NA;NA;NA;NA;0.000384;0.141421356;0.18710234;0.824;1414.272;NA;3;1;1425.956
ID2236B29G1-316;2236;29;1;316;1985;1998;1997;12;NA;NA;NA;NA;NA;0.000376;0.141421356;0.18344992;0.824;1414.272;NA;4;1;1425.956
ID2237B29G1-316;2237;29;1;316;1985;1998;1997;12;NA;NA;NA;NA;NA;0.000376;0.141421356;0.18344992;0.824;1414.272;NA;4;1;1425.956
ID2250B29G1-705;2250;29;1;705;1985;1998;1997;12;NA;NA;NA;NA;NA;0.000376;0.141421356;0.18344992;0.824;1414.272;NA;4;1;1425.956
ID2253B29G1-710;2253;29;1;710;1985;1998;1997;12;NA;NA;NA;NA;NA;0.000376;0.141421356;0.18344992;0.824;1414.272;NA;4;1;1425.956
ID2255B29G1-716;2255;29;1;716;1985;1998;1997;12;NA;NA;NA;NA;NA;0.000376;0.141421356;0.18344992;0.824;1414.272;NA;4;1;1425.956
ID2271B29G1-738;2271;29;1;738;1985;1998;1997;12;NA;NA;NA;NA;NA;0.000376;0.141421356;0.18344992;0.824;1414.272;NA;4;1;1425.956
ID2284B29G1-776;2284;29;1;776;1985;1998;1997;12;NA;NA;NA;NA;NA;0.000376;0.141421356;0.18344992;0.824;1414.272;NA;4;1;1425.956
ID2295B29G1-792;2295;29;1;792;1985;1998;1997;12;NA;NA;NA;NA;NA;0.000376;0.141421356;0.18344992;0.824;1414.272;NA;4;1;1425.956
ID2315B32G1-806;2315;32;1;806;1997;1998;1997;0;NA;NA;NA;NA;NA;0.001;0.141421356;0.073;0.636;1414.272;NA;4;1;1425.956
ID2323B32G1-814;2323;32;1;814;1997;1998;1997;0;NA;NA;NA;NA;NA;0.001;0.141421356;0.073;0.636;1414.272;NA;4;1;1425.956
ID2327B32G1-818;2327;32;1;818;1997;1998;1997;0;NA;NA;NA;NA;NA;0.001;0.141421356;0.073;0.636;1414.272;NA;4;1;1425.956
ID2330B32G1-821;2330;32;1;821;1997;1998;1997;0;NA;NA;NA;NA;NA;0.001;0.141421356;0.073;0.636;1414.272;NA;4;1;1425.956
ID2335B32G1-826;2335;32;1;826;1997;1998;1997;0;NA;NA;NA;NA;NA;0.001;0.141421356;0.073;0.636;1414.272;NA;4;1;1425.956
ID2336B32G1-827;2336;32;1;827;1997;1998;1997;0;NA;NA;NA;NA;NA;0.001;0.141421356;0.073;0.636;1414.272;NA;4;1;1425.956
ID2347B32G1-890;2347;32;1;890;1997;1998;1997;0;NA;NA;NA;NA;NA;0.001;0.141421356;0.073;0.636;1414.272;NA;4;1;1425.956
ID2474B57G1-1590;2474;57;1;1590;1993;1998;1997;4;NA;NA;NA;NA;NA;0.000664;0.141421356;0.15531296;0.636;1414.272;NA;4;1;1425.956
ID2487B57G1-1644;2487;57;1;1644;1993;1998;1997;4;NA;NA;NA;NA;NA;0.000664;0.141421356;0.15531296;0.636;1414.272;NA;4;1;1425.956
ID2499B57G1-1655;2499;57;1;1655;1993;1998;1997;4;NA;NA;NA;NA;NA;0.000664;0.141421356;0.15531296;0.636;1414.272;NA;4;1;1425.956
ID2659B87G1-1203;2659;87;1;1203;1986;1998;1997;11;NA;NA;NA;NA;NA;0.000384;0.141421356;0.18710234;0.824;1414.272;NA;4;1;1425.956
ID2679B88G1-1240;2679;88;1;1240;1986;1998;1997;11;NA;NA;NA;NA;NA;0.000384;0.141421356;0.18710234;0.824;1414.272;NA;4;1;1425.956
ID2680B88G1-1244;2680;88;1;1244;1986;1998;1997;11;NA;NA;NA;NA;NA;0.000384;0.141421356;0.18710234;0.824;1414.272;NA;4;1;1425.956
ID2694B88G1-1259;2694;88;1;1259;1986;1998;1997;11;NA;NA;NA;NA;NA;0.000384;0.141421356;0.18710234;0.824;1414.272;NA;4;1;1425.956
ID2722B88G1-1287;2722;88;1;1287;1986;1998;1997;11;NA;NA;NA;NA;NA;0.000384;0.141421356;0.18710234;0.824;1414.272;NA;4;1;1425.956
ID2723B88G1-1288;2723;88;1;1288;1986;1998;1997;11;NA;NA;NA;NA;NA;0.000384;0.141421356;0.18710234;0.824;1414.272;NA;4;1;1425.956
ID2727B88G1-1292;2727;88;1;1292;1986;1998;1997;11;NA;NA;NA;NA;NA;0.000384;0.141421356;0.18710234;0.824;1414.272;NA;4;1;1425.956
ID2265B29G1-726;2265;29;1;726;1985;1998;1997;12;NA;NA;NA;NA;NA;0.000376;0.141421356;0.18344992;0.824;1414.272;NA;5;1;1425.956
ID2302B29G1-799;2302;29;1;799;1985;1998;1997;12;NA;NA;NA;NA;NA;0.000376;0.141421356;0.18344992;0.824;1414.272;NA;5;1;1425.956
ID2317B32G1-808;2317;32;1;808;1997;1998;1997;0;NA;NA;NA;NA;NA;0.001;0.141421356;0.073;0.636;1414.272;NA;5;1;1425.956
ID2344B32G1-857;2344;32;1;857;1997;1998;1997;0;NA;NA;NA;NA;NA;0.001;0.141421356;0.073;0.636;1414.272;NA;5;1;1425.956
ID2355B42G1-181;2355;42;1;181;1993;1998;1997;4;NA;NA;NA;NA;NA;0.000664;0.141421356;0.15531296;0.636;1414.272;NA;5;1;1425.956
ID2401B50G1-1515;2401;50;1;1515;1993;1998;1997;4;NA;NA;NA;NA;NA;0.000664;0.141421356;0.15531296;0.636;1414.272;NA;5;1;1425.956
ID2409B50G1-1523;2409;50;1;1523;1993;1998;1997;4;NA;NA;NA;NA;NA;0.000664;0.141421356;0.15531296;0.636;1414.272;NA;5;1;1425.956
ID2414B50G1-1527;2414;50;1;1527;1993;1998;1997;4;NA;NA;NA;NA;NA;0.000664;0.141421356;0.15531296;0.636;1414.272;NA;5;1;1425.956
ID2489B57G1-1646;2489;57;1;1646;1993;1998;1997;4;NA;NA;NA;NA;NA;0.000664;0.141421356;0.15531296;0.636;1414.272;NA;5;1;1425.956
ID2678B88G1-1239;2678;88;1;1239;1986;1998;1997;11;NA;NA;NA;NA;NA;0.000384;0.141421356;0.18710234;0.824;1414.272;NA;5;1;1425.956
ID2704B88G1-1269;2704;88;1;1269;1986;1998;1997;11;NA;NA;NA;NA;NA;0.000384;0.141421356;0.18710234;0.824;1414.272;NA;5;1;1425.956
ID2730B88G1-1295;2730;88;1;1295;1986;1998;1997;11;NA;NA;NA;NA;NA;0.000384;0.141421356;0.18710234;0.824;1414.272;NA;5;1;1425.956
ID2235B29G1-315;2235;29;1;315;1985;1998;1997;12;NA;NA;NA;NA;NA;0.000376;0.141421356;0.18344992;0.824;1414.272;NA;6;1;1425.956
ID2252B29G1-708;2252;29;1;708;1985;1998;1997;12;NA;NA;NA;NA;NA;0.000376;0.141421356;0.18344992;0.824;1414.272;NA;6;1;1425.956
ID2256B29G1-717;2256;29;1;717;1985;1998;1997;12;NA;NA;NA;NA;NA;0.000376;0.141421356;0.18344992;0.824;1414.272;NA;6;1;1425.956
ID2277B29G1-765;2277;29;1;765;1985;1998;1997;12;NA;NA;NA;NA;NA;0.000376;0.141421356;0.18344992;0.824;1414.272;NA;6;1;1425.956
ID2291B29G1-787;2291;29;1;787;1985;1998;1997;12;NA;NA;NA;NA;NA;0.000376;0.141421356;0.18344992;0.824;1414.272;NA;6;1;1425.956
ID2296B29G1-793;2296;29;1;793;1985;1998;1997;12;NA;NA;NA;NA;NA;0.000376;0.141421356;0.18344992;0.824;1414.272;NA;6;1;1425.956
ID2309B29G1-1227;2309;29;1;1227;1985;1998;1997;12;NA;NA;NA;NA;NA;0.000376;0.141421356;0.18344992;0.824;1414.272;NA;6;1;1425.956
ID2310B32G1-800;2310;32;1;800;1997;1998;1997;0;NA;NA;NA;NA;NA;0.001;0.141421356;0.073;0.636;1414.272;NA;6;1;1425.956
ID2388B50G1-1502;2388;50;1;1502;1993;1998;1997;4;NA;NA;NA;NA;NA;0.000664;0.141421356;0.15531296;0.636;1414.272;NA;6;1;1425.956
ID2412B50G1-1525;2412;50;1;1525;1993;1998;1997;4;NA;NA;NA;NA;NA;0.000664;0.141421356;0.15531296;0.636;1414.272;NA;6;1;1425.956
ID2415B50G1-1528;2415;50;1;1528;1993;1998;1997;4;NA;NA;NA;NA;NA;0.000664;0.141421356;0.15531296;0.636;1414.272;NA;6;1;1425.956
ID2419B50G1-1532;2419;50;1;1532;1993;1998;1997;4;NA;NA;NA;NA;NA;0.000664;0.141421356;0.15531296;0.636;1414.272;NA;6;1;1425.956
ID2836B103G1-1229;2836;103;1;1229;1986;1998;1997;11;NA;NA;NA;NA;NA;0.000384;0.141421356;0.18710234;0.824;1414.272;NA;6;1;1425.956
ID2254B29G1-713;2254;29;1;713;1985;1998;1997;12;NA;NA;NA;NA;NA;0.000376;0.141421356;0.18344992;0.824;1414.272;NA;7;1;1425.956
ID2258B29G1-719;2258;29;1;719;1985;1998;1997;12;NA;NA;NA;NA;NA;0.000376;0.141421356;0.18344992;0.824;1414.272;NA;7;1;1425.956
ID2288B29G1-780;2288;29;1;780;1985;1998;1997;12;NA;NA;NA;NA;NA;0.000376;0.141421356;0.18344992;0.824;1414.272;NA;7;1;1425.956
ID2289B29G1-781;2289;29;1;781;1985;1998;1997;12;NA;NA;NA;NA;NA;0.000376;0.141421356;0.18344992;0.824;1414.272;NA;7;1;1425.956
ID2416B50G1-1529;2416;50;1;1529;1993;1998;1997;4;NA;NA;NA;NA;NA;0.000664;0.141421356;0.15531296;0.636;1414.272;NA;7;1;1425.956
ID2266B29G1-727;2266;29;1;727;1985;1998;1997;12;NA;NA;NA;NA;NA;0.000376;0.141421356;0.18344992;0.824;1414.272;NA;8;1;1425.956
ID2273B29G1-740;2273;29;1;740;1985;1998;1997;12;NA;NA;NA;NA;NA;0.000376;0.141421356;0.18344992;0.824;1414.272;NA;8;1;1425.956
ID2283B29G1-775;2283;29;1;775;1985;1998;1997;12;NA;NA;NA;NA;NA;0.000376;0.141421356;0.18344992;0.824;1414.272;NA;8;1;1425.956
ID2305B29G1-1223;2305;29;1;1223;1985;1998;1997;12;NA;NA;NA;NA;NA;0.000376;0.141421356;0.18344992;0.824;1414.272;NA;8;1;1425.956
ID2249B29G1-702;2249;29;1;702;1985;1998;1997;12;NA;NA;NA;NA;NA;0.000376;0.141421356;0.18344992;0.824;1414.272;NA;9;1;1425.956
ID2260B29G1-721;2260;29;1;721;1985;1998;1997;12;NA;NA;NA;NA;NA;0.000376;0.141421356;0.18344992;0.824;1414.272;NA;9;1;1425.956
ID2263B29G1-724;2263;29;1;724;1985;1998;1997;12;NA;NA;NA;NA;NA;0.000376;0.141421356;0.18344992;0.824;1414.272;NA;9;1;1425.956
ID2276B29G1-764;2276;29;1;764;1985;1998;1997;12;NA;NA;NA;NA;NA;0.000376;0.141421356;0.18344992;0.824;1414.272;NA;9;1;1425.956
ID2761B91G1-129;2761;91;1;129;1986;1998;1997;11;NA;NA;NA;NA;NA;0.000384;0.141421356;0.18710234;0.824;1414.272;NA;9;1;1425.956
ID2840B103G1-1233;2840;103;1;1233;1986;1998;1997;11;NA;NA;NA;NA;NA;0.000384;0.141421356;0.18710234;0.824;1414.272;NA;9;1;1425.956
ID2251B29G1-706;2251;29;1;706;1985;1998;1997;12;NA;NA;NA;NA;NA;0.000376;0.141421356;0.18344992;0.824;1414.272;NA;10;1;1425.956
ID2287B29G1-779;2287;29;1;779;1985;1998;1997;12;NA;NA;NA;NA;NA;0.000376;0.141421356;0.18344992;0.824;1414.272;NA;10;1;1425.956
ID2301B29G1-798;2301;29;1;798;1985;1998;1997;12;NA;NA;NA;NA;NA;0.000376;0.141421356;0.18344992;0.824;1414.272;NA;10;1;1425.956
ID2307B29G1-1225;2307;29;1;1225;1985;1998;1997;12;NA;NA;NA;NA;NA;0.000376;0.141421356;0.18344992;0.824;1414.272;NA;10;1;1425.956
ID2308B29G1-1226;2308;29;1;1226;1985;1998;1997;12;NA;NA;NA;NA;NA;0.000376;0.141421356;0.18344992;0.824;1414.272;NA;10;1;1425.956
ID2544B62G1-1974;2544;62;1;1974;1967;1998;1997;30;NA;NA;NA;NA;NA;0.001336;0.141421356;0.08234528;0.672;1414.272;NA;10;1;1425.956
ID2269B29G1-731;2269;29;1;731;1985;1998;1997;12;NA;NA;NA;NA;NA;0.000376;0.141421356;0.18344992;0.824;1414.272;NA;11;1;1425.956
ID2488B57G1-1645;2488;57;1;1645;1993;1998;1997;4;NA;NA;NA;NA;NA;0.000664;0.141421356;0.15531296;0.636;1414.272;NA;11;1;1425.956
ID2766B91G1-134;2766;91;1;134;1986;1998;1997;11;NA;NA;NA;NA;NA;0.000384;0.141421356;0.18710234;0.824;1414.272;NA;13;1;1425.956
ID2303B29G1-1221;2303;29;1;1221;1985;1998;1997;12;NA;NA;NA;NA;NA;0.000376;0.141421356;0.18344992;0.824;1414.272;NA;14;1;1425.956
ID2359B42G1-1721;2359;42;1;1721;1993;1998;1997;4;NA;NA;NA;NA;NA;0.000664;0.141421356;0.15531296;0.636;1414.272;NA;14;1;1425.956
ID2490B57G1-1647;2490;57;1;1647;1993;1998;1997;4;NA;NA;NA;NA;NA;0.000664;0.141421356;0.15531296;0.636;1414.272;NA;14;1;1425.956
ID2552B62G1-1982;2552;62;1;1982;1967;1998;1997;30;NA;NA;NA;NA;NA;0.001336;0.141421356;0.08234528;0.672;1414.272;NA;14;0;1425.956
ID2244B29G1-327;2244;29;1;327;1985;1998;1997;12;NA;NA;NA;NA;NA;0.000376;0.141421356;0.18344992;0.824;1414.272;NA;15;1;1425.956
ID2290B29G1-782;2290;29;1;782;1985;1998;1997;12;NA;NA;NA;NA;NA;0.000376;0.141421356;0.18344992;0.824;1414.272;NA;15;1;1425.956
ID2294B29G1-791;2294;29;1;791;1985;1998;1997;12;NA;NA;NA;NA;NA;0.000376;0.141421356;0.18344992;0.824;1414.272;NA;15;1;1425.956
ID2304B29G1-1222;2304;29;1;1222;1985;1998;1997;12;NA;NA;NA;NA;NA;0.000376;0.141421356;0.18344992;0.824;1414.272;NA;15;1;1425.956
ID2306B29G1-1224;2306;29;1;1224;1985;1998;1997;12;NA;NA;NA;NA;NA;0.000376;0.141421356;0.18344992;0.824;1414.272;NA;16;0;1425.956
ID2297B29G1-794;2297;29;1;794;1985;1998;1997;12;NA;NA;NA;NA;NA;0.000376;0.141421356;0.18344992;0.824;1414.272;NA;17;0;1425.956
ID2360B42G1-1722;2360;42;1;1722;1993;1998;1997;4;NA;NA;NA;NA;NA;0.000664;0.141421356;0.15531296;0.636;1414.272;NA;17;0;1425.956
ID2357B42G1-1718;2357;42;1;1718;1993;1998;1997;4;NA;NA;NA;NA;NA;0.000664;0.141421356;0.15531296;0.636;1414.272;NA;18;0;1425.956
ID2366B42G1-1728;2366;42;1;1728;1993;1998;1997;4;NA;NA;NA;NA;NA;0.000664;0.141421356;0.15531296;0.636;1414.272;NA;18;0;1425.956
ID2392B50G1-1506;2392;50;1;1506;1993;1998;1997;4;NA;NA;NA;NA;NA;0.000664;0.141421356;0.15531296;0.636;1414.272;NA;18;0;1425.956
ID2656B87G1-950;2656;87;1;950;1986;1998;1997;11;NA;NA;NA;NA;NA;0.000384;0.141421356;0.18710234;0.824;1414.272;NA;18;0;1425.956
ID2735B91G1-103;2735;91;1;103;1986;1998;1997;11;NA;NA;NA;NA;NA;0.000384;0.141421356;0.18710234;0.824;1414.272;NA;18;0;1425.956
ID2267B29G1-728;2267;29;1;728;1985;1998;1997;12;NA;NA;NA;NA;NA;0.000376;0.141421356;0.18344992;0.824;1414.272;NA;19;0;1425.956
ID2275B29G1-758;2275;29;1;758;1985;1998;1997;12;NA;NA;NA;NA;NA;0.000376;0.141421356;0.18344992;0.824;1414.272;NA;19;0;1425.956
ID2364B42G1-1726;2364;42;1;1726;1993;1998;1997;4;NA;NA;NA;NA;NA;0.000664;0.141421356;0.15531296;0.636;1414.272;NA;20;0;1425.956
ID2398B50G1-1512;2398;50;1;1512;1993;1998;1997;4;NA;NA;NA;NA;NA;0.000664;0.141421356;0.15531296;0.636;1414.272;NA;20;0;1425.956
ID2762B91G1-130;2762;91;1;130;1986;1998;1997;11;NA;NA;NA;NA;NA;0.000384;0.141421356;0.18710234;0.824;1414.272;NA;20;0;1425.956
ID2540B62G1-1970;2540;62;1;1970;1967;1998;1997;30;NA;NA;NA;NA;NA;0.001336;0.141421356;0.08234528;0.672;1414.272;NA;21;0;1425.956
ID2370B42G1-1732;2370;42;1;1732;1993;1998;1997;4;NA;NA;NA;NA;NA;0.000664;0.141421356;0.15531296;0.636;1414.272;NA;22;0;1425.956
ID2410B50G1-1524;2410;50;1;1524;1993;1998;1997;4;NA;NA;NA;NA;NA;0.000664;0.141421356;0.15531296;0.636;1414.272;NA;22;0;1425.956
ID2758B91G1-126;2758;91;1;126;1986;1998;1997;11;NA;NA;NA;NA;NA;0.000384;0.141421356;0.18710234;0.824;1414.272;NA;22;0;1425.956
ID2542B62G1-1972;2542;62;1;1972;1967;1998;1997;30;NA;NA;NA;NA;NA;0.001336;0.141421356;0.08234528;0.672;1414.272;NA;23;0;1425.956
ID2547B62G1-1977;2547;62;1;1977;1967;1998;1997;30;NA;NA;NA;NA;NA;0.001336;0.141421356;0.08234528;0.672;1414.272;NA;23;0;1425.956
ID2770B91G1-138;2770;91;1;138;1986;1998;1997;11;NA;NA;NA;NA;NA;0.000384;0.141421356;0.18710234;0.824;1414.272;NA;23;0;1425.956
ID2242B29G1-324;2242;29;1;324;1985;1998;1997;12;NA;NA;NA;NA;NA;0.000376;0.141421356;0.18344992;0.824;1414.272;NA;24;0;1425.956
ID2399B50G1-1513;2399;50;1;1513;1993;1998;1997;4;NA;NA;NA;NA;NA;0.000664;0.141421356;0.15531296;0.636;1414.272;NA;24;0;1425.956
ID2755B91G1-123;2755;91;1;123;1986;1998;1997;11;NA;NA;NA;NA;NA;0.000384;0.141421356;0.18710234;0.824;1414.272;NA;24;0;1425.956
ID2369B42G1-1731;2369;42;1;1731;1993;1998;1997;4;NA;NA;NA;NA;NA;0.000664;0.141421356;0.15531296;0.636;1414.272;NA;25;0;1425.956
ID2397B50G1-1511;2397;50;1;1511;1993;1998;1997;4;NA;NA;NA;NA;NA;0.000664;0.141421356;0.15531296;0.636;1414.272;NA;25;0;1425.956
ID2413B50G1-1526;2413;50;1;1526;1993;1998;1997;4;NA;NA;NA;NA;NA;0.000664;0.141421356;0.15531296;0.636;1414.272;NA;25;0;1425.956
ID2545B62G1-1975;2545;62;1;1975;1967;1998;1997;30;NA;NA;NA;NA;NA;0.001336;0.141421356;0.08234528;0.672;1414.272;NA;25;0;1425.956
ID2769B91G1-137;2769;91;1;137;1986;1998;1997;11;NA;NA;NA;NA;NA;0.000384;0.141421356;0.18710234;0.824;1414.272;NA;25;0;1425.956
ID2354B42G1-123;2354;42;1;123;1993;1998;1997;4;NA;NA;NA;NA;NA;0.000664;0.141421356;0.15531296;0.636;1414.272;NA;26;0;1425.956
ID2387B50G1-1501;2387;50;1;1501;1993;1998;1997;4;NA;NA;NA;NA;NA;0.000664;0.141421356;0.15531296;0.636;1414.272;NA;26;0;1425.956
ID2407B50G1-1521;2407;50;1;1521;1993;1998;1997;4;NA;NA;NA;NA;NA;0.000664;0.141421356;0.15531296;0.636;1414.272;NA;26;0;1425.956
ID2541B62G1-1971;2541;62;1;1971;1967;1998;1997;30;NA;NA;NA;NA;NA;0.001336;0.141421356;0.08234528;0.672;1414.272;NA;26;0;1425.956
ID2280B29G1-770;2280;29;1;770;1985;1998;1997;12;NA;NA;NA;NA;NA;0.000376;0.141421356;0.18344992;0.824;1414.272;NA;27;0;1425.956
ID2367B42G1-1729;2367;42;1;1729;1993;1998;1997;4;NA;NA;NA;NA;NA;0.000664;0.141421356;0.15531296;0.636;1414.272;NA;27;0;1425.956
ID2394B50G1-1508;2394;50;1;1508;1993;1998;1997;4;NA;NA;NA;NA;NA;0.000664;0.141421356;0.15531296;0.636;1414.272;NA;28;0;1425.956
ID2400B50G1-1514;2400;50;1;1514;1993;1998;1997;4;NA;NA;NA;NA;NA;0.000664;0.141421356;0.15531296;0.636;1414.272;NA;28;0;1425.956
ID2543B62G1-1973;2543;62;1;1973;1967;1998;1997;30;NA;NA;NA;NA;NA;0.001336;0.141421356;0.08234528;0.672;1414.272;NA;28;0;1425.956
ID2550B62G1-1980;2550;62;1;1980;1967;1998;1997;30;NA;NA;NA;NA;NA;0.001336;0.141421356;0.08234528;0.672;1414.272;NA;28;0;1425.956
ID2747B91G1-115;2747;91;1;115;1986;1998;1997;11;NA;NA;NA;NA;NA;0.000384;0.141421356;0.18710234;0.824;1414.272;NA;28;0;1425.956
ID2272B29G1-739;2272;29;1;739;1985;1998;1997;12;NA;NA;NA;NA;NA;0.000376;0.141421356;0.18344992;0.824;1414.272;NA;29;0;1425.956
ID2365B42G1-1727;2365;42;1;1727;1993;1998;1997;4;NA;NA;NA;NA;NA;0.000664;0.141421356;0.15531296;0.636;1414.272;NA;29;0;1425.956
ID2395B50G1-1509;2395;50;1;1509;1993;1998;1997;4;NA;NA;NA;NA;NA;0.000664;0.141421356;0.15531296;0.636;1414.272;NA;29;0;1425.956
ID2481B57G1-1597;2481;57;1;1597;1993;1998;1997;4;NA;NA;NA;NA;NA;0.000664;0.141421356;0.15531296;0.636;1414.272;NA;29;0;1425.956
ID2485B57G1-1642;2485;57;1;1642;1993;1998;1997;4;NA;NA;NA;NA;NA;0.000664;0.141421356;0.15531296;0.636;1414.272;NA;29;0;1425.956
ID2763B91G1-131;2763;91;1;131;1986;1998;1997;11;NA;NA;NA;NA;NA;0.000384;0.141421356;0.18710234;0.824;1414.272;NA;29;0;1425.956
ID2771B91G1-139;2771;91;1;139;1986;1998;1997;11;NA;NA;NA;NA;NA;0.000384;0.141421356;0.18710234;0.824;1414.272;NA;29;0;1425.956
ID2551B62G1-1981;2551;62;1;1981;1967;1998;1997;30;NA;NA;NA;NA;NA;0.001336;0.141421356;0.08234528;0.672;1414.272;NA;30;0;1425.956
ID2736B91G1-104;2736;91;1;104;1986;1998;1997;11;NA;NA;NA;NA;NA;0.000384;0.141421356;0.18710234;0.824;1414.272;NA;30;0;1425.956
ID2742B91G1-110;2742;91;1;110;1986;1998;1997;11;NA;NA;NA;NA;NA;0.000384;0.141421356;0.18710234;0.824;1414.272;NA;30;0;1425.956
ID2371B42G1-1734;2371;42;1;1734;1993;1998;1997;4;NA;NA;NA;NA;NA;0.000664;0.141421356;0.15531296;0.636;1414.272;NA;31;0;1425.956
ID2404B50G1-1518;2404;50;1;1518;1993;1998;1997;4;NA;NA;NA;NA;NA;0.000664;0.141421356;0.15531296;0.636;1414.272;NA;31;0;1425.956
ID2546B62G1-1976;2546;62;1;1976;1967;1998;1997;30;NA;NA;NA;NA;NA;0.001336;0.141421356;0.08234528;0.672;1414.272;NA;31;0;1425.956
ID2553B62G1-1983;2553;62;1;1983;1967;1998;1997;30;NA;NA;NA;NA;NA;0.001336;0.141421356;0.08234528;0.672;1414.272;NA;31;1;1425.956
ID2753B91G1-121;2753;91;1;121;1986;1998;1997;11;NA;NA;NA;NA;NA;0.000384;0.141421356;0.18710234;0.824;1414.272;NA;31;0;1425.956
ID2554B62G1-1984;2554;62;1;1984;1967;1998;1997;30;NA;NA;NA;NA;NA;0.001336;0.141421356;0.08234528;0.672;1414.272;NA;32;0;1425.956
ID2754B91G1-122;2754;91;1;122;1986;1998;1997;11;NA;NA;NA;NA;NA;0.000384;0.141421356;0.18710234;0.824;1414.272;NA;32;0;1425.956
ID2760B91G1-128;2760;91;1;128;1986;1998;1997;11;NA;NA;NA;NA;NA;0.000384;0.141421356;0.18710234;0.824;1414.272;NA;32;0;1425.956
ID2765B91G1-133;2765;91;1;133;1986;1998;1997;11;NA;NA;NA;NA;NA;0.000384;0.141421356;0.18710234;0.824;1414.272;NA;32;0;1425.956
