ID;treatment;site;plot;quadrat;x;y;shrub;compass;distance;year;Pnow;Anow;sizeNow;fecNow;Pnext;Anext;sizeNext;fecNext
Control.IV.11.11.58.46;Control;IV;11;11;58;46;NA;NA;NA;2003;22.3266;NA;NA;NA;55.8292;NA;NA;NA
Control.IV.11.11.62.71;Control;IV;11;11;62;71;NA;NA;NA;2003;22.3266;NA;NA;NA;55.8292;NA;NA;NA
Control.IV.11.11.75.10;Control;IV;11;11;75;10;NA;NA;NA;2003;22.3266;5;8;0;55.8292;NA;NA;NA
Control.IV.11.11.78.80;Control;IV;11;11;78;80;NA;NA;NA;2003;22.3266;1;10;0;55.8292;2;23;5
Control.IV.11.11.82.41;Control;IV;11;11;82;41;NA;NA;NA;2003;22.3266;NA;NA;NA;55.8292;NA;NA;NA
Control.IV.11.11.85.90;Control;IV;11;11;85;90;NA;NA;NA;2003;22.3266;999;15;0;55.8292;999;16;0
Control.IV.11.11.87.20;Control;IV;11;11;87;20;NA;NA;NA;2003;22.3266;NA;NA;NA;55.8292;NA;NA;NA
Control.IV.11.11.87.20;Control;IV;11;11;87;20;NA;NA;NA;2003;22.3266;NA;NA;NA;55.8292;NA;NA;NA
Control.IV.11.11.88.50;Control;IV;11;11;88;50;NA;NA;NA;2003;22.3266;NA;NA;NA;55.8292;NA;NA;NA
Control.IV.11.11.94.26;Control;IV;11;11;94;26;NA;NA;NA;2003;22.3266;NA;NA;NA;55.8292;NA;NA;NA
Control.IV.11.11.95.20;Control;IV;11;11;95;20;NA;NA;NA;2003;22.3266;NA;NA;NA;55.8292;NA;NA;NA
Control.IV.11.11.95.25;Control;IV;11;11;95;25;NA;NA;NA;2003;22.3266;NA;NA;NA;55.8292;NA;NA;NA
Control.IV.11.11.95.36;Control;IV;11;11;95;36;NA;NA;NA;2003;22.3266;NA;NA;NA;55.8292;NA;NA;NA
Control.IV.11.11.95.36;Control;IV;11;11;95;36;NA;NA;NA;2003;22.3266;NA;NA;NA;55.8292;NA;NA;NA
Control.IV.11.11.100.50;Control;IV;11;11;100;50;NA;NA;NA;2003;22.3266;NA;NA;NA;55.8292;NA;NA;NA
Control.IV.11.13.1.20;Control;IV;11;13;1;20;NA;NA;NA;2003;22.3266;NA;NA;NA;55.8292;NA;NA;NA
Control.IV.11.13.2.14;Control;IV;11;13;2;14;NA;NA;NA;2003;22.3266;NA;NA;NA;55.8292;NA;NA;NA
Control.IV.11.13.2.14;Control;IV;11;13;2;14;NA;NA;NA;2003;22.3266;NA;NA;NA;55.8292;NA;NA;NA
Control.IV.11.13.2.21;Control;IV;11;13;2;21;NA;NA;NA;2003;22.3266;NA;NA;NA;55.8292;NA;NA;NA
Control.IV.11.13.3.20;Control;IV;11;13;3;20;NA;NA;NA;2003;22.3266;NA;NA;NA;55.8292;NA;NA;NA
Control.IV.11.13.3.26;Control;IV;11;13;3;26;NA;NA;NA;2003;22.3266;NA;NA;NA;55.8292;NA;NA;NA
Control.IV.11.13.3.35;Control;IV;11;13;3;35;NA;NA;NA;2003;22.3266;5;7;0;55.8292;6;16;7
Control.IV.11.13.3.43;Control;IV;11;13;3;43;NA;NA;NA;2003;22.3266;NA;NA;NA;55.8292;NA;NA;NA
Control.IV.11.13.3.48;Control;IV;11;13;3;48;NA;NA;NA;2003;22.3266;NA;NA;NA;55.8292;NA;NA;NA
Control.IV.11.13.3.51;Control;IV;11;13;3;51;NA;NA;NA;2003;22.3266;NA;NA;NA;55.8292;NA;NA;NA
Control.IV.11.13.4.20;Control;IV;11;13;4;20;NA;NA;NA;2003;22.3266;NA;NA;NA;55.8292;NA;NA;NA
Control.IV.11.13.5.27;Control;IV;11;13;5;27;NA;NA;NA;2003;22.3266;NA;NA;NA;55.8292;NA;NA;NA
Control.IV.11.13.5.42;Control;IV;11;13;5;42;NA;NA;NA;2003;22.3266;NA;NA;NA;55.8292;NA;NA;NA
Control.IV.11.13.6.0;Control;IV;11;13;6;0;NA;NA;NA;2003;22.3266;NA;NA;NA;55.8292;NA;NA;NA
Control.IV.11.13.6.48;Control;IV;11;13;6;48;NA;NA;NA;2003;22.3266;NA;NA;NA;55.8292;NA;NA;NA
Control.IV.11.13.7.33;Control;IV;11;13;7;33;NA;NA;NA;2003;22.3266;NA;NA;NA;55.8292;NA;NA;NA
Control.IV.11.13.7.33;Control;IV;11;13;7;33;NA;NA;NA;2003;22.3266;NA;NA;NA;55.8292;NA;NA;NA
Control.IV.11.13.8.26;Control;IV;11;13;8;26;NA;NA;NA;2003;22.3266;7;3;0;55.8292;8;7;1
Control.IV.11.13.9.61;Control;IV;11;13;9;61;NA;NA;NA;2003;22.3266;NA;NA;NA;55.8292;NA;NA;NA
Control.IV.11.13.10.20;Control;IV;11;13;10;20;NA;NA;NA;2003;22.3266;NA;NA;NA;55.8292;NA;NA;NA
Control.IV.11.13.10.26;Control;IV;11;13;10;26;NA;NA;NA;2003;22.3266;3;3;0;55.8292;4;4;1
Control.IV.11.13.10.40;Control;IV;11;13;10;40;NA;NA;NA;2003;22.3266;NA;NA;NA;55.8292;NA;NA;NA
Control.IV.11.13.10.51;Control;IV;11;13;10;51;NA;NA;NA;2003;22.3266;7;4;0;55.8292;8;5;3
Control.IV.11.13.11.62;Control;IV;11;13;11;62;NA;NA;NA;2003;22.3266;NA;NA;NA;55.8292;NA;NA;NA
Control.IV.11.13.12.66;Control;IV;11;13;12;66;NA;NA;NA;2003;22.3266;NA;NA;NA;55.8292;NA;NA;NA
Control.IV.11.13.12.79;Control;IV;11;13;12;79;NA;NA;NA;2003;22.3266;5;17;0;55.8292;6;23;3
Control.IV.11.13.14.27;Control;IV;11;13;14;27;NA;NA;NA;2003;22.3266;999;3;0;55.8292;999;3;0
Control.IV.11.13.14.44;Control;IV;11;13;14;44;NA;NA;NA;2003;22.3266;NA;NA;NA;55.8292;NA;NA;NA
Control.IV.11.13.17.10;Control;IV;11;13;17;10;NA;NA;NA;2003;22.3266;NA;NA;NA;55.8292;NA;NA;NA
Control.IV.11.13.17.40;Control;IV;11;13;17;40;NA;NA;NA;2003;22.3266;999;10;0;55.8292;999;30;10
Control.IV.11.13.20.25;Control;IV;11;13;20;25;NA;NA;NA;2003;22.3266;NA;NA;NA;55.8292;NA;NA;NA
Control.IV.11.13.20.40;Control;IV;11;13;20;40;NA;NA;NA;2003;22.3266;NA;NA;NA;55.8292;NA;NA;NA
Control.IV.11.13.21.32;Control;IV;11;13;21;32;NA;NA;NA;2003;22.3266;NA;NA;NA;55.8292;NA;NA;NA
Control.IV.11.13.25.24;Control;IV;11;13;25;24;NA;NA;NA;2003;22.3266;NA;NA;NA;55.8292;NA;NA;NA
Control.IV.11.13.25.30;Control;IV;11;13;25;30;NA;NA;NA;2003;22.3266;NA;NA;NA;55.8292;NA;NA;NA
Control.IV.11.13.27.31;Control;IV;11;13;27;31;NA;NA;NA;2003;22.3266;NA;NA;NA;55.8292;NA;NA;NA
Control.IV.11.13.27.48;Control;IV;11;13;27;48;NA;NA;NA;2003;22.3266;999;7;1;55.8292;999;18;6
Control.IV.11.13.29.30;Control;IV;11;13;29;30;NA;NA;NA;2003;22.3266;NA;NA;NA;55.8292;NA;NA;NA
Control.IV.11.13.30.14;Control;IV;11;13;30;14;NA;NA;NA;2003;22.3266;NA;NA;NA;55.8292;NA;NA;NA
Control.IV.11.13.30.87;Control;IV;11;13;30;87;NA;NA;NA;2003;22.3266;NA;NA;NA;55.8292;NA;NA;NA
Control.IV.11.13.33.18;Control;IV;11;13;33;18;NA;NA;NA;2003;22.3266;NA;NA;NA;55.8292;NA;NA;NA
Control.IV.11.13.33.95;Control;IV;11;13;33;95;NA;NA;NA;2003;22.3266;NA;NA;NA;55.8292;NA;NA;NA
Control.IV.11.13.38.1;Control;IV;11;13;38;1;NA;NA;NA;2003;22.3266;NA;NA;NA;55.8292;NA;NA;NA
Control.IV.11.13.40.36;Control;IV;11;13;40;36;NA;NA;NA;2003;22.3266;NA;NA;NA;55.8292;NA;NA;NA
Control.IV.11.13.40.38;Control;IV;11;13;40;38;NA;NA;NA;2003;22.3266;NA;NA;NA;55.8292;NA;NA;NA
Control.IV.11.13.43.21;Control;IV;11;13;43;21;NA;NA;NA;2003;22.3266;NA;NA;NA;55.8292;NA;NA;NA
Control.IV.11.13.43.44;Control;IV;11;13;43;44;NA;NA;NA;2003;22.3266;NA;NA;NA;55.8292;NA;NA;NA
Control.IV.11.13.45.48;Control;IV;11;13;45;48;NA;NA;NA;2003;22.3266;NA;NA;NA;55.8292;NA;NA;NA
Control.IV.11.13.49.62;Control;IV;11;13;49;62;NA;NA;NA;2003;22.3266;NA;NA;NA;55.8292;NA;NA;NA
Control.IV.11.13.54.17;Control;IV;11;13;54;17;NA;NA;NA;2003;22.3266;NA;NA;NA;55.8292;NA;NA;NA
Control.IV.11.13.54.54;Control;IV;11;13;54;54;NA;NA;NA;2003;22.3266;NA;NA;NA;55.8292;NA;NA;NA
Control.IV.11.13.55.19;Control;IV;11;13;55;19;NA;NA;NA;2003;22.3266;NA;NA;NA;55.8292;NA;NA;NA
Control.IV.11.13.56.7;Control;IV;11;13;56;7;NA;NA;NA;2003;22.3266;NA;NA;NA;55.8292;NA;NA;NA
Control.IV.11.13.56.22;Control;IV;11;13;56;22;NA;NA;NA;2003;22.3266;NA;NA;NA;55.8292;NA;NA;NA
Control.IV.11.13.61.2;Control;IV;11;13;61;2;NA;NA;NA;2003;22.3266;NA;NA;NA;55.8292;NA;NA;NA
Control.IV.11.13.61.27;Control;IV;11;13;61;27;NA;NA;NA;2003;22.3266;NA;NA;NA;55.8292;NA;NA;NA
Control.IV.11.13.61.76;Control;IV;11;13;61;76;NA;NA;NA;2003;22.3266;NA;NA;NA;55.8292;NA;NA;NA
Control.IV.11.13.66.2;Control;IV;11;13;66;2;NA;NA;NA;2003;22.3266;NA;NA;NA;55.8292;NA;NA;NA
Control.IV.11.13.66.6;Control;IV;11;13;66;6;NA;NA;NA;2003;22.3266;NA;NA;NA;55.8292;NA;NA;NA
Control.IV.11.13.70.0;Control;IV;11;13;70;0;NA;NA;NA;2003;22.3266;NA;NA;NA;55.8292;NA;NA;NA
Control.IV.11.13.70.51;Control;IV;11;13;70;51;Cn;0;0;2003;22.3266;NA;NA;NA;55.8292;NA;NA;NA
Control.IV.11.13.74.38;Control;IV;11;13;74;38;Cn;0;0;2003;22.3266;NA;NA;NA;55.8292;NA;NA;NA
Control.IV.11.13.74.45;Control;IV;11;13;74;45;Cn;0;-2;2003;22.3266;NA;NA;NA;55.8292;NA;NA;NA
Control.IV.11.13.75.58;Control;IV;11;13;75;58;NA;NA;NA;2003;22.3266;NA;NA;NA;55.8292;NA;NA;NA
Control.IV.11.13.76.14;Control;IV;11;13;76;14;NA;NA;NA;2003;22.3266;NA;NA;NA;55.8292;NA;NA;NA
Control.IV.11.13.77.34;Control;IV;11;13;77;34;NA;NA;NA;2003;22.3266;NA;NA;NA;55.8292;NA;NA;NA
Control.IV.11.13.78.83;Control;IV;11;13;78;83;NA;NA;NA;2003;22.3266;NA;NA;NA;55.8292;NA;NA;NA
Control.IV.11.13.79.8;Control;IV;11;13;79;8;NA;NA;NA;2003;22.3266;NA;NA;NA;55.8292;NA;NA;NA
Control.IV.11.13.81.32;Control;IV;11;13;81;32;NA;NA;NA;2003;22.3266;NA;NA;NA;55.8292;NA;NA;NA
Control.IV.11.13.81.39;Control;IV;11;13;81;39;NA;NA;NA;2003;22.3266;NA;NA;NA;55.8292;NA;NA;NA
Control.IV.11.13.82.82;Control;IV;11;13;82;82;NA;NA;NA;2003;22.3266;NA;NA;NA;55.8292;NA;NA;NA
Control.IV.11.13.82.87;Control;IV;11;13;82;87;NA;NA;NA;2003;22.3266;NA;NA;NA;55.8292;NA;NA;NA
Control.IV.11.13.82.95;Control;IV;11;13;82;95;NA;NA;NA;2003;22.3266;NA;NA;NA;55.8292;NA;NA;NA
Control.IV.11.13.85.55;Control;IV;11;13;85;55;NA;NA;NA;2003;22.3266;NA;NA;NA;55.8292;NA;NA;NA
Control.IV.11.13.85.90;Control;IV;11;13;85;90;NA;NA;NA;2003;22.3266;NA;NA;NA;55.8292;NA;NA;NA
Control.IV.11.13.87.35;Control;IV;11;13;87;35;NA;NA;NA;2003;22.3266;NA;NA;NA;55.8292;NA;NA;NA
Control.IV.11.13.90.32;Control;IV;11;13;90;32;NA;NA;NA;2003;22.3266;NA;NA;NA;55.8292;NA;NA;NA
Control.IV.11.13.94.10;Control;IV;11;13;94;10;NA;NA;NA;2003;22.3266;NA;NA;NA;55.8292;NA;NA;NA
Control.V.15.1.0.13;Control;V;15;1;0;13;At;130;7;2003;22.3266;NA;NA;NA;55.8292;NA;NA;NA
Control.V.15.1.5.40;Control;V;15;1;5;40;At;180;4;2003;22.3266;NA;NA;NA;55.8292;NA;NA;NA
Control.V.15.1.9.38;Control;V;15;1;9;38;At;180;4;2003;22.3266;NA;NA;NA;55.8292;NA;NA;NA
Control.V.15.1.10.53;Control;V;15;1;10;53;NA;NA;NA;2003;22.3266;NA;NA;NA;55.8292;NA;NA;NA
Control.V.15.1.12.70;Control;V;15;1;12;70;NA;NA;NA;2003;22.3266;NA;NA;NA;55.8292;NA;NA;NA
Control.V.15.1.15.31;Control;V;15;1;15;31;At;180;0;2003;22.3266;NA;NA;NA;55.8292;NA;NA;NA
Control.V.15.1.34.42;Control;V;15;1;34;42;At;220;2;2003;22.3266;NA;NA;NA;55.8292;NA;NA;NA
Control.V.15.1.37.12;Control;V;15;1;37;12;NA;NA;NA;2003;22.3266;NA;NA;NA;55.8292;NA;NA;NA
Control.V.15.1.42.50;Control;V;15;1;42;50;At;239;15;2003;22.3266;NA;NA;NA;55.8292;NA;NA;NA
Control.V.15.1.53.36;Control;V;15;1;53;36;At;250;9;2003;22.3266;NA;NA;NA;55.8292;NA;NA;NA
Control.V.15.1.57.30;Control;V;15;1;57;30;At;270;5;2003;22.3266;NA;NA;NA;55.8292;NA;NA;NA
Control.V.15.1.57.50;Control;V;15;1;57;50;NA;NA;NA;2003;22.3266;7;7;0;55.8292;8;20;3
Control.V.15.1.60.57;Control;V;15;1;60;57;NA;NA;NA;2003;22.3266;NA;NA;NA;55.8292;NA;NA;NA
Control.V.15.1.63.24;Control;V;15;1;63;24;At;290;3;2003;22.3266;NA;NA;NA;55.8292;NA;NA;NA
Control.V.15.1.68.38;Control;V;15;1;68;38;NA;NA;NA;2003;22.3266;NA;NA;NA;55.8292;NA;NA;NA
Control.V.15.1.80.92;Control;V;15;1;80;92;NA;NA;NA;2003;22.3266;NA;NA;NA;55.8292;NA;NA;NA
Control.V.15.1.90.82;Control;V;15;1;90;82;NA;NA;NA;2003;22.3266;NA;NA;NA;55.8292;NA;NA;NA
Control.V.15.1.95.8;Control;V;15;1;95;8;NA;NA;NA;2003;22.3266;NA;NA;NA;55.8292;NA;NA;NA
Control.V.15.5.22.44;Control;V;15;5;22;44;At;230;10;2003;22.3266;NA;NA;NA;55.8292;NA;NA;NA
Control.V.15.5.25.100;Control;V;15;5;25;100;At;100;-2;2003;22.3266;NA;NA;NA;55.8292;NA;NA;NA
Control.V.15.5.33.44;Control;V;15;5;33;44;At;270;10;2003;22.3266;NA;NA;NA;55.8292;NA;NA;NA
Control.V.15.5.37.12;Control;V;15;5;37;12;NA;NA;NA;2003;22.3266;1;1;0;55.8292;2;1;0
Control.V.15.5.65.91;Control;V;15;5;65;91;At;40;2;2003;22.3266;NA;NA;NA;55.8292;NA;NA;NA
Control.V.15.5.69.60;Control;V;15;5;69;60;NA;NA;NA;2003;22.3266;NA;NA;NA;55.8292;NA;NA;NA
Control.V.15.5.83.13;Control;V;15;5;83;13;NA;NA;NA;2003;22.3266;NA;NA;NA;55.8292;NA;NA;NA
Control.V.15.5.85.16;Control;V;15;5;85;16;NA;NA;NA;2003;22.3266;NA;NA;NA;55.8292;NA;NA;NA
Control.V.15.5.85.16;Control;V;15;5;85;16;NA;NA;NA;2003;22.3266;NA;NA;NA;55.8292;NA;NA;NA
Control.V.15.7.4.91;Control;V;15;7;4;91;At;270;7;2003;22.3266;NA;NA;NA;55.8292;NA;NA;NA
Control.V.15.7.20.92;Control;V;15;7;20;92;NA;NA;NA;2003;22.3266;NA;NA;NA;55.8292;NA;NA;NA
Control.V.15.7.62.51;Control;V;15;7;62;51;NA;NA;NA;2003;22.3266;NA;NA;NA;55.8292;NA;NA;NA
Control.V.15.7.64.75;Control;V;15;7;64;75;NA;NA;NA;2003;22.3266;NA;NA;NA;55.8292;NA;NA;NA
Control.V.15.7.90.29;Control;V;15;7;90;29;NA;NA;NA;2003;22.3266;NA;NA;NA;55.8292;NA;NA;NA
Control.V.15.9.2.39;Control;V;15;9;2;39;NA;NA;NA;2003;22.3266;NA;NA;NA;55.8292;NA;NA;NA
Control.V.15.9.17.45;Control;V;15;9;17;45;NA;NA;NA;2003;22.3266;NA;NA;NA;55.8292;NA;NA;NA
Control.V.15.9.26.46;Control;V;15;9;26;46;NA;NA;NA;2003;22.3266;NA;NA;NA;55.8292;NA;NA;NA
Control.V.15.9.29.76;Control;V;15;9;29;76;NA;NA;NA;2003;22.3266;NA;NA;NA;55.8292;NA;NA;NA
Control.V.15.9.32.62;Control;V;15;9;32;62;NA;NA;NA;2003;22.3266;NA;NA;NA;55.8292;NA;NA;NA
Control.V.15.9.37.24;Control;V;15;9;37;24;NA;NA;NA;2003;22.3266;NA;NA;NA;55.8292;NA;NA;NA
Control.V.15.9.64.17;Control;V;15;9;64;17;NA;NA;NA;2003;22.3266;NA;NA;NA;55.8292;NA;NA;NA
Control.V.15.9.78.81;Control;V;15;9;78;81;NA;NA;NA;2003;22.3266;NA;NA;NA;55.8292;NA;NA;NA
Control.V.15.10.26.15;Control;V;15;10;26;15;NA;NA;NA;2003;22.3266;NA;NA;NA;55.8292;NA;NA;NA
Control.V.15.10.30.86;Control;V;15;10;30;86;NA;NA;NA;2003;22.3266;NA;NA;NA;55.8292;NA;NA;NA
Control.V.15.10.90.42;Control;V;15;10;90;42;NA;NA;NA;2003;22.3266;NA;NA;NA;55.8292;NA;NA;NA
Control.V.15.11.2.100;Control;V;15;11;2;100;NA;NA;NA;2003;22.3266;NA;NA;NA;55.8292;NA;NA;NA
Control.V.15.11.16.37;Control;V;15;11;16;37;NA;NA;NA;2003;22.3266;NA;NA;NA;55.8292;NA;NA;NA
Control.V.15.11.44.99;Control;V;15;11;44;99;NA;NA;NA;2003;22.3266;NA;NA;NA;55.8292;NA;NA;NA
Control.V.15.11.47.57;Control;V;15;11;47;57;NA;NA;NA;2003;22.3266;NA;NA;NA;55.8292;NA;NA;NA
Control.V.15.11.53.75;Control;V;15;11;53;75;NA;NA;NA;2003;22.3266;NA;NA;NA;55.8292;NA;NA;NA
Control.V.15.11.56.59;Control;V;15;11;56;59;NA;NA;NA;2003;22.3266;NA;NA;NA;55.8292;NA;NA;NA
Control.V.15.11.58.53;Control;V;15;11;58;53;NA;NA;NA;2003;22.3266;NA;NA;NA;55.8292;NA;NA;NA
Control.V.15.11.58.56;Control;V;15;11;58;56;NA;NA;NA;2003;22.3266;NA;NA;NA;55.8292;NA;NA;NA
Control.V.15.13.18.63;Control;V;15;13;18;63;NA;NA;NA;2003;22.3266;3;1;0;55.8292;NA;NA;NA
Control.V.15.13.23.85;Control;V;15;13;23;85;NA;NA;NA;2003;22.3266;NA;NA;NA;55.8292;NA;NA;NA
Control.V.15.13.33.2;Control;V;15;13;33;2;NA;NA;NA;2003;22.3266;NA;NA;NA;55.8292;NA;NA;NA
Control.V.15.13.33.2;Control;V;15;13;33;2;NA;NA;NA;2003;22.3266;NA;NA;NA;55.8292;NA;NA;NA
Control.V.15.13.50.33;Control;V;15;13;50;33;NA;NA;NA;2003;22.3266;NA;NA;NA;55.8292;NA;NA;NA
Control.V.15.13.70.45;Control;V;15;13;70;45;NA;NA;NA;2003;22.3266;NA;NA;NA;55.8292;NA;NA;NA
Control.V.15.13.89.5;Control;V;15;13;89;5;NA;NA;NA;2003;22.3266;NA;NA;NA;55.8292;NA;NA;NA
Control.VI.18.2.0.75;Control;VI;18;2;0;75;NA;NA;NA;2003;22.3266;NA;NA;NA;55.8292;1;3;0
Control.VI.18.2.2.73;Control;VI;18;2;2;73;NA;NA;NA;2003;22.3266;NA;NA;NA;55.8292;NA;NA;NA
Control.VI.18.2.3.97;Control;VI;18;2;3;97;NA;NA;NA;2003;22.3266;NA;NA;NA;55.8292;NA;NA;NA
Control.VI.18.2.4.8;Control;VI;18;2;4;8;NA;NA;NA;2003;22.3266;999;23;0;55.8292;999;57;9
Control.VI.18.2.4.98;Control;VI;18;2;4;98;NA;NA;NA;2003;22.3266;NA;NA;NA;55.8292;NA;NA;NA
Control.VI.18.2.16.36;Control;VI;18;2;16;36;NA;NA;NA;2003;22.3266;NA;NA;NA;55.8292;NA;NA;NA
Control.VI.18.2.18.36;Control;VI;18;2;18;36;NA;NA;NA;2003;22.3266;NA;NA;NA;55.8292;NA;NA;NA
Control.VI.18.2.20.30;Control;VI;18;2;20;30;NA;NA;NA;2003;22.3266;NA;NA;NA;55.8292;NA;NA;NA
Control.VI.18.2.20.42;Control;VI;18;2;20;42;NA;NA;NA;2003;22.3266;NA;NA;NA;55.8292;NA;NA;NA
Control.VI.18.2.21.40;Control;VI;18;2;21;40;NA;NA;NA;2003;22.3266;NA;NA;NA;55.8292;NA;NA;NA
Control.VI.18.2.25.5;Control;VI;18;2;25;5;NA;NA;NA;2003;22.3266;3;2;0;55.8292;4;11;0
Control.VI.18.2.26.28;Control;VI;18;2;26;28;NA;NA;NA;2003;22.3266;NA;NA;NA;55.8292;NA;NA;NA
Control.VI.18.2.27.16;Control;VI;18;2;27;16;NA;NA;NA;2003;22.3266;7;27;0;55.8292;8;79;31
Control.VI.18.2.30.45;Control;VI;18;2;30;45;NA;NA;NA;2003;22.3266;NA;NA;NA;55.8292;NA;NA;NA
Control.VI.18.2.32.33;Control;VI;18;2;32;33;NA;NA;NA;2003;22.3266;NA;NA;NA;55.8292;NA;NA;NA
Control.VI.18.2.33.10;Control;VI;18;2;33;10;NA;NA;NA;2003;22.3266;NA;NA;NA;55.8292;NA;NA;NA
Control.VI.18.2.33.10;Control;VI;18;2;33;10;NA;NA;NA;2003;22.3266;3;8;0;55.8292;4;5;1
Control.VI.18.2.35.10;Control;VI;18;2;35;10;NA;NA;NA;2003;22.3266;NA;NA;NA;55.8292;NA;NA;NA
Control.VI.18.2.35.17;Control;VI;18;2;35;17;NA;NA;NA;2003;22.3266;NA;NA;NA;55.8292;NA;NA;NA
Control.VI.18.2.36.45;Control;VI;18;2;36;45;NA;NA;NA;2003;22.3266;NA;NA;NA;55.8292;NA;NA;NA
Control.VI.18.2.37.3;Control;VI;18;2;37;3;NA;NA;NA;2003;22.3266;NA;NA;NA;55.8292;NA;NA;NA
Control.VI.18.2.40.21;Control;VI;18;2;40;21;NA;NA;NA;2003;22.3266;NA;NA;NA;55.8292;NA;NA;NA
Control.VI.18.2.40.71;Control;VI;18;2;40;71;NA;NA;NA;2003;22.3266;NA;NA;NA;55.8292;NA;NA;NA
Control.VI.18.2.41.47;Control;VI;18;2;41;47;NA;NA;NA;2003;22.3266;NA;NA;NA;55.8292;NA;NA;NA
Control.VI.18.2.45.42;Control;VI;18;2;45;42;NA;NA;NA;2003;22.3266;NA;NA;NA;55.8292;NA;NA;NA
Control.VI.18.2.49.37;Control;VI;18;2;49;37;NA;NA;NA;2003;22.3266;NA;NA;NA;55.8292;NA;NA;NA
Control.VI.18.2.50.99;Control;VI;18;2;50;99;NA;NA;NA;2003;22.3266;NA;NA;NA;55.8292;NA;NA;NA
Control.VI.18.2.51.28;Control;VI;18;2;51;28;NA;NA;NA;2003;22.3266;NA;NA;NA;55.8292;NA;NA;NA
Control.VI.18.2.51.32;Control;VI;18;2;51;32;NA;NA;NA;2003;22.3266;NA;NA;NA;55.8292;NA;NA;NA
Control.VI.18.2.53.21;Control;VI;18;2;53;21;NA;NA;NA;2003;22.3266;NA;NA;NA;55.8292;NA;NA;NA
Control.VI.18.2.53.25;Control;VI;18;2;53;25;NA;NA;NA;2003;22.3266;NA;NA;NA;55.8292;NA;NA;NA
Control.VI.18.2.54.31;Control;VI;18;2;54;31;NA;NA;NA;2003;22.3266;NA;NA;NA;55.8292;NA;NA;NA
Control.VI.18.2.54.95;Control;VI;18;2;54;95;NA;NA;NA;2003;22.3266;NA;NA;NA;55.8292;NA;NA;NA
Control.VI.18.2.55.35;Control;VI;18;2;55;35;NA;NA;NA;2003;22.3266;7;10;0;55.8292;NA;NA;NA
Control.VI.18.2.60.72;Control;VI;18;2;60;72;NA;NA;NA;2003;22.3266;NA;NA;NA;55.8292;NA;NA;NA
Control.VI.18.2.60.72;Control;VI;18;2;60;72;NA;NA;NA;2003;22.3266;NA;NA;NA;55.8292;NA;NA;NA
Control.VI.18.2.64.85;Control;VI;18;2;64;85;NA;NA;NA;2003;22.3266;NA;NA;NA;55.8292;NA;NA;NA
Control.VI.18.2.65.82;Control;VI;18;2;65;82;NA;NA;NA;2003;22.3266;NA;NA;NA;55.8292;1;2;0
Control.VI.18.2.66.34;Control;VI;18;2;66;34;NA;NA;NA;2003;22.3266;7;20;0;55.8292;8;27;1
Control.VI.18.2.66.76;Control;VI;18;2;66;76;NA;NA;NA;2003;22.3266;NA;NA;NA;55.8292;1;1;0
Control.VI.18.2.67.20;Control;VI;18;2;67;20;NA;NA;NA;2003;22.3266;NA;NA;NA;55.8292;NA;NA;NA
Control.VI.18.2.67.23;Control;VI;18;2;67;23;NA;NA;NA;2003;22.3266;NA;NA;NA;55.8292;NA;NA;NA
Control.VI.18.2.67.87;Control;VI;18;2;67;87;NA;NA;NA;2003;22.3266;NA;NA;NA;55.8292;NA;NA;NA
Control.VI.18.2.68.3;Control;VI;18;2;68;3;NA;NA;NA;2003;22.3266;NA;NA;NA;55.8292;NA;NA;NA
Control.VI.18.2.68.68;Control;VI;18;2;68;68;NA;NA;NA;2003;22.3266;NA;NA;NA;55.8292;NA;NA;NA
Control.VI.18.2.70.28;Control;VI;18;2;70;28;NA;NA;NA;2003;22.3266;NA;NA;NA;55.8292;NA;NA;NA
Control.VI.18.2.70.36;Control;VI;18;2;70;36;NA;NA;NA;2003;22.3266;NA;NA;NA;55.8292;NA;NA;NA
Control.VI.18.2.70.77;Control;VI;18;2;70;77;NA;NA;NA;2003;22.3266;NA;NA;NA;55.8292;NA;NA;NA
Control.VI.18.2.70.77;Control;VI;18;2;70;77;NA;NA;NA;2003;22.3266;NA;NA;NA;55.8292;NA;NA;NA
Control.VI.18.2.70.77;Control;VI;18;2;70;77;NA;NA;NA;2003;22.3266;NA;NA;NA;55.8292;NA;NA;NA
Control.VI.18.2.70.80;Control;VI;18;2;70;80;NA;NA;NA;2003;22.3266;NA;NA;NA;55.8292;NA;NA;NA
Control.VI.18.2.70.89;Control;VI;18;2;70;89;NA;NA;NA;2003;22.3266;NA;NA;NA;55.8292;NA;NA;NA
Control.VI.18.2.72.33;Control;VI;18;2;72;33;NA;NA;NA;2003;22.3266;NA;NA;NA;55.8292;NA;NA;NA
Control.VI.18.2.72.58;Control;VI;18;2;72;58;NA;NA;NA;2003;22.3266;NA;NA;NA;55.8292;NA;NA;NA
Control.VI.18.2.72.63;Control;VI;18;2;72;63;NA;NA;NA;2003;22.3266;NA;NA;NA;55.8292;NA;NA;NA
Control.VI.18.2.73.17;Control;VI;18;2;73;17;NA;NA;NA;2003;22.3266;NA;NA;NA;55.8292;NA;NA;NA
Control.VI.18.2.73.35;Control;VI;18;2;73;35;NA;NA;NA;2003;22.3266;NA;NA;NA;55.8292;NA;NA;NA
